gene_id,gene_biotype,gene_name
ENSG00000214465.3,processed_pseudogene,SMARCE1P6
ENSG00000227133.1,processed_pseudogene,AC011742.5
ENSG00000237951.1,processed_pseudogene,PPIL1P1
ENSG00000157833.12,protein_coding,GAREM2
ENSG00000084754.10,protein_coding,HADHA
ENSG00000138029.13,protein_coding,HADHB
ENSG00000173567.14,protein_coding,ADGRF3
ENSG00000138018.17,protein_coding,SELENOI
ENSG00000157856.10,protein_coding,DRC1
ENSG00000115155.16,protein_coding,OTOF
ENSG00000173557.14,protein_coding,C2orf70
ENSG00000157884.10,protein_coding,CIB4
ENSG00000225378.1,antisense,AC015977.6
ENSG00000225024.1,processed_pseudogene,AC015977.5
ENSG00000171303.6,protein_coding,KCNK3
ENSG00000213699.8,protein_coding,SLC35F6
ENSG00000115163.14,protein_coding,CENPA
ENSG00000145835.6,processed_pseudogene,CDKN2AIPNLP2
ENSG00000157851.16,protein_coding,DPYSL5
ENSG00000230286.1,antisense,AC013472.4
ENSG00000084764.10,protein_coding,MAPRE3
ENSG00000205500.8,processed_transcript,AC013472.3
ENSG00000119777.18,protein_coding,TMEM214
ENSG00000084693.15,protein_coding,AGBL5
ENSG00000231636.1,antisense,AGBL5-AS1
ENSG00000272056.1,antisense,RP11-503P10.1
ENSG00000229122.1,sense_intronic,AGBL5-IT1
ENSG00000272148.1,antisense,RP11-195B17.1
ENSG00000228474.5,protein_coding,OST4
ENSG00000138080.13,protein_coding,EMILIN1
ENSG00000138030.12,protein_coding,KHK
ENSG00000138028.15,protein_coding,CGREF1
ENSG00000143994.13,protein_coding,ABHD1
ENSG00000138073.13,protein_coding,PREB
ENSG00000186143.10,protein_coding,PRR30
ENSG00000163792.6,protein_coding,TCF23
ENSG00000236099.1,unprocessed_pseudogene,AC013403.13
ENSG00000138074.14,protein_coding,SLC5A6
ENSG00000138085.16,protein_coding,ATRAID
ENSG00000084774.13,protein_coding,CAD
ENSG00000115194.10,protein_coding,SLC30A3
ENSG00000163793.12,protein_coding,DNAJC5G
ENSG00000138100.13,protein_coding,TRIM54
ENSG00000163794.6,protein_coding,UCN
ENSG00000115204.14,protein_coding,MPV17
ENSG00000115207.13,protein_coding,GTF3C2
ENSG00000234945.7,antisense,GTF3C2-AS1
ENSG00000234072.1,antisense,AC074117.10
ENSG00000115211.15,protein_coding,EIF2B4
ENSG00000115234.10,protein_coding,SNX17
ENSG00000163795.13,protein_coding,ZNF513
ENSG00000115241.10,protein_coding,PPM1G
ENSG00000213453.3,processed_pseudogene,FTH1P3
ENSG00000115216.13,protein_coding,NRBP1
ENSG00000157992.12,protein_coding,KRTCAP3
ENSG00000138002.14,protein_coding,IFT172
ENSG00000235267.1,processed_pseudogene,AC074117.13
ENSG00000200003.1,snRNA,RNU6-986P
ENSG00000115226.9,protein_coding,FNDC4
ENSG00000084734.8,protein_coding,GCKR
ENSG00000221843.4,protein_coding,C2orf16
ENSG00000243943.9,protein_coding,ZNF512
ENSG00000176714.9,protein_coding,CCDC121
ENSG00000198522.13,protein_coding,GPN1
ENSG00000206731.1,snoRNA,SNORA36
ENSG00000119760.15,protein_coding,SUPT7L
ENSG00000163798.13,protein_coding,SLC4A1AP
ENSG00000205334.2,lincRNA,LINC01460
ENSG00000243147.7,protein_coding,MRPL33
ENSG00000171174.13,protein_coding,RBKS
ENSG00000158019.20,protein_coding,BRE
ENSG00000270846.1,processed_pseudogene,RP11-674I16.1
ENSG00000265321.1,miRNA,MIR4263
ENSG00000270528.1,processed_pseudogene,RP11-674I16.2
ENSG00000277035.1,misc_RNA,uc_338
ENSG00000223522.1,antisense,AC093690.1
ENSG00000229951.5,antisense,FLJ31356
ENSG00000075426.11,protein_coding,FOSL2
ENSG00000270640.1,sense_intronic,RP11-373D23.2
ENSG00000270210.1,lincRNA,RP11-373D23.3
ENSG00000227938.1,lincRNA,AC104695.4
ENSG00000163803.12,protein_coding,PLB1
ENSG00000242915.1,processed_pseudogene,SNRPGP7
ENSG00000230730.1,antisense,AC074011.2
ENSG00000222232.1,rRNA,RNA5SP89
ENSG00000226833.5,antisense,AC097724.3
ENSG00000213639.9,protein_coding,PPP1CB
ENSG00000163806.15,protein_coding,SPDYA
ENSG00000273233.1,lincRNA,RP11-713D19.1
ENSG00000171103.10,protein_coding,TRMT61B
ENSG00000163811.11,protein_coding,WDR43
ENSG00000264994.1,snoRNA,SNORD92
ENSG00000265145.1,snoRNA,SNORD53
ENSG00000222224.1,misc_RNA,Y_RNA
ENSG00000265706.1,snoRNA,SNORD53_SNORD92
ENSG00000189350.12,protein_coding,TOGARAM2
ENSG00000200283.1,misc_RNA,Y_RNA
ENSG00000179270.6,protein_coding,C2orf71
ENSG00000229224.1,antisense,AC105398.3
ENSG00000115295.19,protein_coding,CLIP4
ENSG00000171094.16,protein_coding,ALK
ENSG00000242699.3,misc_RNA,RN7SL516P
ENSG00000230737.1,antisense,AC106870.1
ENSG00000197644.2,antisense,AC106870.2
ENSG00000233862.5,antisense,AC016907.3
ENSG00000225943.1,processed_pseudogene,AC016907.2
ENSG00000119801.12,protein_coding,YPEL5
ENSG00000207187.1,snoRNA,SNORA64
ENSG00000231712.1,processed_pseudogene,AC104698.2
ENSG00000213626.11,protein_coding,LBH
ENSG00000235997.2,lincRNA,LINC01936
ENSG00000280154.1,TEC,RP11-182E7.1
ENSG00000172954.13,protein_coding,LCLAT1
ENSG00000278908.1,TEC,RP11-523J2.1
ENSG00000162949.16,protein_coding,CAPN13
ENSG00000230118.1,processed_pseudogene,AC092569.2
ENSG00000158089.14,protein_coding,GALNT14
ENSG00000234579.1,antisense,AC009305.1
ENSG00000214711.9,protein_coding,CAPN14
ENSG00000201671.1,rRNA,RNA5SP90
ENSG00000013016.15,protein_coding,EHD3
ENSG00000213620.3,processed_pseudogene,AL121657.4
ENSG00000158125.9,protein_coding,XDH
ENSG00000277893.1,protein_coding,SRD5A2
ENSG00000228563.1,antisense,AL133247.2
ENSG00000270422.1,processed_pseudogene,AL133247.3
ENSG00000223647.1,lincRNA,LINC01946
ENSG00000237007.4,processed_pseudogene,KRT18P52
ENSG00000242272.1,processed_pseudogene,AK2P2
ENSG00000273165.1,lincRNA,RP11-1057B6.1
ENSG00000162959.13,protein_coding,MEMO1
ENSG00000162961.13,protein_coding,DPY30
ENSG00000271228.1,antisense,CTC-336P14.1
ENSG00000021574.11,protein_coding,SPAST
ENSG00000272716.1,lincRNA,RP11-563N4.1
ENSG00000152683.14,protein_coding,SLC30A6
ENSG00000229816.1,processed_pseudogene,DDX50P1
ENSG00000201113.1,snRNA,RNU6-647P
ENSG00000091106.18,protein_coding,NLRC4
ENSG00000119820.10,protein_coding,YIPF4
ENSG00000272754.1,lincRNA,AL133245.2
ENSG00000115760.13,protein_coding,BIRC6
ENSG00000230046.1,antisense,BIRC6-AS1
ENSG00000276334.1,sense_intronic,AL133243.1
ENSG00000276517.1,sense_intronic,AL133243.2
ENSG00000207653.1,miRNA,MIR558
ENSG00000274159.1,sense_intronic,AL133243.3
ENSG00000279897.1,antisense,BIRC6-AS2
ENSG00000279544.1,TEC,AL133243.4
ENSG00000018699.11,protein_coding,TTC27
ENSG00000265057.1,miRNA,MIR4765
ENSG00000230876.6,lincRNA,LINC00486
ENSG00000236854.1,lincRNA,AL121656.5
ENSG00000206951.1,misc_RNA,Y_RNA
ENSG00000049323.15,protein_coding,LTBP1
ENSG00000223951.1,processed_pseudogene,AL133244.1
ENSG00000212204.1,rRNA,RNA5SP91
ENSG00000252246.1,rRNA,RNA5SP92
ENSG00000283591.1,miRNA,MIR4430
ENSG00000152689.17,protein_coding,RASGRP3
ENSG00000237133.1,antisense,AC020594.5
ENSG00000119812.18,protein_coding,FAM98A
ENSG00000238038.1,processed_pseudogene,ATP6V0E1P3
ENSG00000187999.4,processed_pseudogene,HNRNPA1P61
ENSG00000203386.6,lincRNA,LINC01317
ENSG00000239649.3,transcribed_processed_pseudogene,MYADML
ENSG00000235064.1,processed_pseudogene,SLC25A5P2
ENSG00000237790.1,lincRNA,LINC01318
ENSG00000226785.1,lincRNA,AC073218.1
ENSG00000228262.8,lincRNA,LINC01320
ENSG00000272027.2,lincRNA,RP11-529E15.1
ENSG00000232153.2,lincRNA,AC073218.3
ENSG00000226994.7,lincRNA,AC012593.1
ENSG00000264352.2,misc_RNA,RN7SL602P
ENSG00000237320.2,lincRNA,AC019064.1
ENSG00000196085.5,processed_pseudogene,AC013442.1
ENSG00000265301.1,miRNA,MIR548AD
ENSG00000207255.1,snRNA,RNU6-1117P
ENSG00000229013.1,processed_pseudogene,AC083939.1
ENSG00000234587.1,processed_pseudogene,MRPL50P1
ENSG00000233752.1,processed_pseudogene,AC009414.1
ENSG00000260025.1,lincRNA,RP11-490M8.1
ENSG00000150938.9,protein_coding,CRIM1
ENSG00000273090.1,antisense,RP11-78I14.1
ENSG00000171055.14,protein_coding,FEZ2
ENSG00000270677.1,processed_pseudogene,RP11-294L11.1
ENSG00000205221.12,protein_coding,VIT
ENSG00000279519.1,TEC,RP11-288C18.1
ENSG00000115808.11,protein_coding,STRN
ENSG00000252756.1,snRNA,RNU6-577P
ENSG00000008869.11,protein_coding,HEATR5B
ENSG00000152133.14,protein_coding,GPATCH11
ENSG00000055332.16,protein_coding,EIF2AK2
ENSG00000224891.1,processed_pseudogene,AC007899.3
ENSG00000138068.10,protein_coding,SULT6B1
ENSG00000233159.1,processed_pseudogene,AC007390.4
ENSG00000218739.9,protein_coding,CEBPZOS
ENSG00000115816.14,protein_coding,CEBPZ
ENSG00000272054.1,sense_intronic,RP11-423P10.2
ENSG00000003509.15,protein_coding,NDUFAF7
ENSG00000115825.9,protein_coding,PRKD3
ENSG00000232028.1,lincRNA,AC007391.2
ENSG00000207364.1,snRNA,RNU6-939P
ENSG00000115828.15,protein_coding,QPCT
ENSG00000253078.1,snRNA,RNU6-1116P
ENSG00000236213.1,antisense,AC006369.2
ENSG00000163171.7,protein_coding,CDC42EP3
ENSG00000236572.1,lincRNA,AC006369.3
ENSG00000225402.1,processed_pseudogene,AC010878.3
ENSG00000237803.5,lincRNA,LINC00211
ENSG00000115841.19,protein_coding,RMDN2
ENSG00000235848.4,antisense,RMDN2-AS1
ENSG00000138061.11,protein_coding,CYP1B1
ENSG00000232973.11,antisense,CYP1B1-AS1
ENSG00000280276.1,TEC,RP11-314C9.1
ENSG00000229160.1,lincRNA,AC009229.6
ENSG00000199603.1,snRNA,RNU6-951P
ENSG00000273006.1,lincRNA,RP11-314C9.2
ENSG00000227292.1,lincRNA,AC009229.5
ENSG00000227770.1,processed_pseudogene,RPL7P12
ENSG00000213594.4,processed_pseudogene,GAPDHP25
ENSG00000119787.13,protein_coding,ATL2
ENSG00000231367.5,lincRNA,AC016995.3
ENSG00000235009.1,lincRNA,LINC01883
ENSG00000213553.4,processed_pseudogene,RPLP0P6
ENSG00000271443.1,transcribed_processed_pseudogene,RP11-541E12.1
ENSG00000143889.15,protein_coding,HNRNPLL
ENSG00000235586.1,antisense,AC011247.3
ENSG00000143891.16,protein_coding,GALM
ENSG00000232518.3,antisense,AC074366.3
ENSG00000115875.18,protein_coding,SRSF7
ENSG00000152147.10,protein_coding,GEMIN6
ENSG00000227238.1,unitary_pseudogene,TTC39DP
ENSG00000232114.1,processed_pseudogene,AC018693.5
ENSG00000163214.20,protein_coding,DHX57
ENSG00000223922.1,processed_pseudogene,ASS1P2
ENSG00000225284.1,antisense,AC018693.6
ENSG00000188010.12,protein_coding,MORN2
ENSG00000207295.1,snRNA,RNU6-851P
ENSG00000214694.10,protein_coding,ARHGEF33
ENSG00000265905.2,misc_RNA,RN7SL96P
ENSG00000269210.2,antisense,RP11-173C1.1
ENSG00000115904.12,protein_coding,SOS1
ENSG00000229692.3,sense_intronic,SOS1-IT1
ENSG00000206985.1,snRNA,RNU6-198P
ENSG00000225900.1,processed_pseudogene,HSPE1P13
ENSG00000202309.1,misc_RNA,Y_RNA
ENSG00000205111.8,protein_coding,CDKL4
ENSG00000011566.14,protein_coding,MAP4K3
ENSG00000252473.1,snoRNA,SNORA67
ENSG00000273035.1,sense_intronic,RP11-449G16.1
ENSG00000231312.6,antisense,AC007246.3
ENSG00000152154.10,protein_coding,TMEM178A
ENSG00000138050.14,protein_coding,THUMPD2
ENSG00000227028.6,antisense,SLC8A1-AS1
ENSG00000235653.1,processed_pseudogene,AC007253.1
ENSG00000183023.18,protein_coding,SLC8A1
ENSG00000233128.1,lincRNA,LINC01794
ENSG00000237442.3,transcribed_processed_pseudogene,HNRNPA1P57
ENSG00000236090.2,processed_pseudogene,LDHAP3
ENSG00000236533.1,processed_pseudogene,AC009413.2
ENSG00000207218.1,misc_RNA,Y_RNA
ENSG00000223245.1,snRNA,RNU4-63P
ENSG00000214691.7,lincRNA,LINC01913
ENSG00000234362.5,lincRNA,LINC01914
ENSG00000205086.6,protein_coding,C2orf91
ENSG00000226398.1,antisense,AC013480.2
ENSG00000162878.12,protein_coding,PKDCC
ENSG00000224875.2,antisense,AC083949.1
ENSG00000143924.18,protein_coding,EML4
ENSG00000115944.14,protein_coding,COX7A2L
ENSG00000221300.1,snoRNA,SNORD75
ENSG00000171126.7,protein_coding,KCNG3
ENSG00000232526.1,processed_pseudogene,VDAC1P13
ENSG00000236913.1,processed_pseudogene,AC025750.5
ENSG00000057935.13,protein_coding,MTA3
ENSG00000273913.1,misc_RNA,Metazoa_SRP
ENSG00000215263.2,processed_pseudogene,AC025750.7
ENSG00000226523.1,processed_pseudogene,AC074375.1
ENSG00000200550.1,snRNA,RNU6-137P
ENSG00000162881.6,protein_coding,OXER1
ENSG00000162882.14,protein_coding,HAAO
ENSG00000226491.1,processed_pseudogene,FTOP1
ENSG00000232202.1,processed_pseudogene,AC098824.6
ENSG00000224739.2,lincRNA,AC016735.1
ENSG00000231826.5,lincRNA,LINC01819
ENSG00000233978.1,lincRNA,AC016735.3
ENSG00000207087.1,snRNA,RNU6-242P
ENSG00000230587.1,lincRNA,AC093609.1
ENSG00000152518.7,protein_coding,ZFP36L2
ENSG00000279873.2,lincRNA,LINC01126
ENSG00000234936.1,antisense,AC010883.5
ENSG00000115970.18,protein_coding,THADA
ENSG00000252804.1,snRNA,RNU6-958P
ENSG00000264071.2,misc_RNA,RN7SL531P
ENSG00000207411.1,misc_RNA,Y_RNA
ENSG00000152527.13,protein_coding,PLEKHH2
ENSG00000223658.7,protein_coding,C1GALT1C1L
ENSG00000229695.1,processed_pseudogene,AC011242.5
ENSG00000252490.1,misc_RNA,RN7SKP66
ENSG00000138036.18,protein_coding,DYNC2LI1
ENSG00000138075.11,protein_coding,ABCG5
ENSG00000143921.6,protein_coding,ABCG8
ENSG00000138095.18,protein_coding,LRPPRC
ENSG00000200924.1,snRNA,RNU6-1048P
ENSG00000264047.2,misc_RNA,RN7SL455P
ENSG00000219391.1,processed_pseudogene,AC019129.1
ENSG00000252599.1,snRNA,RNU6-566P
ENSG00000224637.1,unprocessed_pseudogene,PDSS1P2
ENSG00000273106.1,antisense,RP11-559M23.1
ENSG00000138032.20,protein_coding,PPM1B
ENSG00000226972.2,processed_pseudogene,RPL12P19
ENSG00000138079.13,protein_coding,SLC3A1
ENSG00000138078.15,protein_coding,PREPL
ENSG00000143919.14,protein_coding,CAMKMT
ENSG00000259439.2,lincRNA,LINC01833
ENSG00000278957.1,TEC,RP11-89K21.2
ENSG00000274520.1,misc_RNA,Six3os1_1
ENSG00000277311.1,misc_RNA,Six3os1_2
ENSG00000277809.1,misc_RNA,Six3os1_4
ENSG00000276048.1,misc_RNA,Six3os1_5
ENSG00000276670.1,misc_RNA,Six3os1_7
ENSG00000236502.1,lincRNA,SIX3-AS1
ENSG00000138083.4,protein_coding,SIX3
ENSG00000225156.2,lincRNA,AC012354.6
ENSG00000231848.1,processed_pseudogene,AC012354.8
ENSG00000170577.7,protein_coding,SIX2
ENSG00000231156.1,lincRNA,AC093702.1
ENSG00000205054.6,processed_transcript,LINC01121
ENSG00000231054.1,lincRNA,AC009236.2
ENSG00000068784.12,protein_coding,SRBD1
ENSG00000239396.3,misc_RNA,RN7SL414P
ENSG00000171132.13,protein_coding,PRKCE
ENSG00000228481.1,antisense,U51244.2
ENSG00000233829.1,processed_pseudogene,AC017078.1
ENSG00000232696.1,antisense,AC017006.2
ENSG00000231336.1,antisense,AC017006.3
ENSG00000233335.1,processed_pseudogene,AC016696.1
ENSG00000278764.1,misc_RNA,Metazoa_SRP
ENSG00000116016.13,protein_coding,EPAS1
ENSG00000228100.1,lincRNA,LINC01820
ENSG00000187600.12,protein_coding,TMEM247
ENSG00000241791.3,misc_RNA,RN7SL817P
ENSG00000250565.6,protein_coding,ATP6V1E2
ENSG00000253515.1,antisense,RP11-417F21.2
ENSG00000119729.11,protein_coding,RHOQ
ENSG00000250116.2,antisense,RP11-417F21.1
ENSG00000151665.12,protein_coding,PIGF
ENSG00000119878.5,protein_coding,CRIPT
ENSG00000279254.1,TEC,RP11-536C12.1
ENSG00000171150.7,protein_coding,SOCS5
ENSG00000260977.1,lincRNA,RP11-333I13.1
ENSG00000222005.8,lincRNA,LINC01118
ENSG00000239332.5,lincRNA,LINC01119
ENSG00000226548.1,lincRNA,AC016722.3
ENSG00000228925.1,antisense,AC016722.4
ENSG00000180398.11,protein_coding,MCFD2
ENSG00000068724.15,protein_coding,TTC7A
ENSG00000272814.1,antisense,RP11-15I20.1
ENSG00000233845.1,antisense,AC093732.1
ENSG00000239605.9,protein_coding,C2orf61
ENSG00000273269.2,protein_coding,C2orf61
ENSG00000225187.1,antisense,AC073283.7
ENSG00000143933.16,protein_coding,CALM2
ENSG00000234690.6,lincRNA,AC073283.4
ENSG00000226087.1,lincRNA,AC106869.2
ENSG00000236824.2,scRNA,BCYRN1
ENSG00000119888.10,protein_coding,EPCAM
ENSG00000222685.1,misc_RNA,RN7SKP119
ENSG00000207923.1,miRNA,MIR559
ENSG00000277396.1,misc_RNA,Metazoa_SRP
ENSG00000095002.13,protein_coding,MSH2
ENSG00000184261.4,protein_coding,KCNK12
ENSG00000235760.3,antisense,HCG2040054
ENSG00000230979.3,processed_pseudogene,AC079250.1
ENSG00000116062.14,protein_coding,MSH6
ENSG00000224443.1,processed_pseudogene,AC006509.4
ENSG00000224058.2,processed_pseudogene,AC006509.7
ENSG00000283502.1,snRNA,U6
ENSG00000138081.20,protein_coding,FBXO11
ENSG00000235369.1,processed_pseudogene,RPL36AP15
ENSG00000236549.1,processed_pseudogene,RPS27AP7
ENSG00000233230.1,antisense,AC079807.2
ENSG00000226473.2,processed_pseudogene,AC079807.1
ENSG00000230773.6,lincRNA,AC079807.4
ENSG00000275423.1,processed_pseudogene,RP11-429P7.1
ENSG00000201010.1,misc_RNA,RN7SKP224
ENSG00000170802.15,protein_coding,FOXN2
ENSG00000251889.1,snRNA,RNU4-49P
ENSG00000272663.1,lincRNA,RP11-191L17.1
ENSG00000162869.15,protein_coding,PPP1R21
ENSG00000202227.1,snRNA,RNU6-282P
ENSG00000243244.5,protein_coding,STON1
ENSG00000068781.21,protein_coding,STON1-GTF2A1L
ENSG00000242441.7,protein_coding,GTF2A1L
ENSG00000239995.2,transcribed_processed_pseudogene,TPT1P11
ENSG00000138039.14,protein_coding,LHCGR
ENSG00000232285.1,processed_pseudogene,ELOBP3
ENSG00000282890.1,lincRNA,RP11-460M2.1
ENSG00000214602.3,processed_pseudogene,CTBP2P5
ENSG00000170820.11,protein_coding,FSHR
ENSG00000212036.3,miRNA,MIR548BA
ENSG00000282998.1,lincRNA,RP11-152D8.1
ENSG00000206915.1,snRNA,RNU6-439P
ENSG00000282828.1,lincRNA,RP11-443F4.1
ENSG00000234253.1,processed_pseudogene,RPL7P13
ENSG00000212580.1,snoRNA,SNORA75
ENSG00000179915.22,protein_coding,NRXN1
ENSG00000230327.1,processed_pseudogene,MTCO1P42
ENSG00000283058.1,antisense,RP11-358H12.1
ENSG00000216191.1,miRNA,MIR8485
ENSG00000238165.1,processed_pseudogene,AC007560.1
ENSG00000231918.1,lincRNA,AC007682.1
ENSG00000224344.1,processed_pseudogene,KNOP1P3
ENSG00000223710.1,unprocessed_pseudogene,CRYGGP
ENSG00000230840.1,processed_pseudogene,AC097463.2
ENSG00000226366.1,processed_pseudogene,AC097463.1
ENSG00000236538.1,processed_pseudogene,ZNF863P
ENSG00000202195.1,misc_RNA,Y_RNA
ENSG00000225444.1,lincRNA,LINC01867
ENSG00000225842.1,processed_pseudogene,AC139712.1
ENSG00000236837.1,lincRNA,AC139712.4
ENSG00000204993.3,processed_pseudogene,AC139712.2
ENSG00000233083.1,processed_pseudogene,FTH1P6
ENSG00000264975.1,miRNA,MIR4431
ENSG00000228033.5,lincRNA,AC010967.2
ENSG00000232604.1,lincRNA,AC010967.3
ENSG00000232668.1,processed_pseudogene,AC010967.1
ENSG00000251942.1,scaRNA,SCARNA16
ENSG00000223897.1,processed_pseudogene,AC069157.1
ENSG00000115239.21,protein_coding,ASB3
ENSG00000207456.1,snRNA,RNU6-997P
ENSG00000143942.4,protein_coding,CHAC2
ENSG00000068912.13,protein_coding,ERLEC1
ENSG00000265452.1,miRNA,MIR3682
ENSG00000119737.5,protein_coding,GPR75
ENSG00000068878.14,protein_coding,PSME4
ENSG00000170634.12,protein_coding,ACYP2
ENSG00000235937.1,processed_pseudogene,AC008280.1
ENSG00000233266.1,processed_pseudogene,HMGB1P31
ENSG00000272156.1,lincRNA,RP11-477N3.1
ENSG00000252934.1,snRNA,RNU7-172P
ENSG00000178021.10,protein_coding,TSPYL6
ENSG00000177994.15,protein_coding,C2orf73
ENSG00000115306.15,protein_coding,SPTBN1
ENSG00000228108.1,antisense,AC092839.3
ENSG00000237887.1,processed_pseudogene,RPL23AP32
ENSG00000234943.2,antisense,AC092839.4
ENSG00000238018.2,antisense,AC093110.3
ENSG00000214595.11,protein_coding,EML6
ENSG00000231334.1,antisense,AC104781.1
ENSG00000252507.1,snRNA,RNU7-81P
ENSG00000115310.17,protein_coding,RTN4
ENSG00000200086.1,snRNA,RNU6-433P
ENSG00000162994.15,protein_coding,CLHC1
ENSG00000203327.2,antisense,AC012358.7
ENSG00000227799.1,processed_pseudogene,AC012358.4
ENSG00000143947.13,protein_coding,RPS27A
ENSG00000085760.14,protein_coding,MTIF2
ENSG00000162997.15,transcribed_unitary_pseudogene,PRORSD1P
ENSG00000240401.8,antisense,AC012358.8
ENSG00000206964.1,misc_RNA,Y_RNA
ENSG00000115355.15,protein_coding,CCDC88A
ENSG00000233594.2,processed_pseudogene,BTF3P5
ENSG00000238619.1,snRNA,RNU6-775P
ENSG00000238493.1,snRNA,RNU6-221P
ENSG00000239189.1,snRNA,RNU6-634P
ENSG00000163001.11,protein_coding,CFAP36
ENSG00000275052.4,protein_coding,PPP4R3B
ENSG00000212175.1,snoRNA,SNORA12
ENSG00000272606.1,antisense,RP11-554J4.1
ENSG00000138035.14,protein_coding,PNPT1
ENSG00000115380.19,protein_coding,EFEMP1
ENSG00000202344.1,misc_RNA,RN7SKP208
ENSG00000272180.1,lincRNA,RP11-481J13.1
ENSG00000226702.1,lincRNA,MIR217HG
ENSG00000207548.3,miRNA,MIR217
ENSG00000207798.1,miRNA,MIR216A
ENSG00000211520.2,miRNA,MIR216B
ENSG00000229805.1,lincRNA,LINC01813
ENSG00000233251.7,antisense,AC007743.1
ENSG00000055813.5,protein_coding,CCDC85A
ENSG00000199395.1,rRNA,RNA5SP93
ENSG00000231570.1,processed_pseudogene,AC008173.1
ENSG00000271115.1,processed_pseudogene,RP11-443I9.1
ENSG00000270569.1,processed_pseudogene,RP11-127H13.1
ENSG00000212168.1,snoRNA,SNORD78
ENSG00000271615.1,transcribed_processed_pseudogene,ACTG1P22
ENSG00000028116.16,protein_coding,VRK2
ENSG00000115392.11,protein_coding,FANCL
ENSG00000273063.1,antisense,RP11-334G22.1
ENSG00000233426.3,processed_pseudogene,EIF3FP3
ENSG00000225226.1,lincRNA,LINC01795
ENSG00000233723.7,lincRNA,LINC01122
ENSG00000231043.3,processed_pseudogene,AC007238.1
ENSG00000222030.1,lincRNA,LINC01793
ENSG00000271955.1,lincRNA,RP11-444A22.1
ENSG00000233891.7,lincRNA,AC007131.2
ENSG00000231815.1,lincRNA,AC007179.1
ENSG00000270447.1,processed_pseudogene,RP11-569H17.1
ENSG00000200101.1,snRNA,RNU6-508P
ENSG00000252726.1,rRNA,RNA5SP94
ENSG00000228590.1,lincRNA,AC007381.3
ENSG00000223929.1,lincRNA,MIR4432HG
ENSG00000200807.1,snRNA,RNU1-32P
ENSG00000266078.1,miRNA,MIR4432
ENSG00000119866.20,protein_coding,BCL11A
ENSG00000233953.1,antisense,AC009970.1
ENSG00000242158.3,misc_RNA,RN7SL361P
ENSG00000271134.1,processed_pseudogene,RP11-416L21.2
ENSG00000213495.3,processed_pseudogene,RP11-416L21.1
ENSG00000252718.1,snRNA,RNU6-612P
ENSG00000271707.1,processed_pseudogene,ATP1B3P1
ENSG00000115421.12,protein_coding,PAPOLG
ENSG00000228414.6,lincRNA,LINC01185
ENSG00000241524.3,misc_RNA,RN7SL632P
ENSG00000237024.1,processed_pseudogene,RPL21P33
ENSG00000162924.13,protein_coding,REL
ENSG00000201076.1,snRNA,RNU4-51P
ENSG00000237522.1,processed_pseudogene,NONOP2
ENSG00000232713.2,processed_pseudogene,AC010733.5
ENSG00000162927.13,protein_coding,PUS10
ENSG00000222251.1,rRNA,RNA5SP95
ENSG00000162928.8,protein_coding,PEX13
ENSG00000162929.13,protein_coding,KIAA1841
ENSG00000212978.6,processed_transcript,AC016747.3
ENSG00000237651.6,protein_coding,C2orf74
ENSG00000271889.1,lincRNA,RP11-493E12.1
ENSG00000173209.22,protein_coding,AHSA2
ENSG00000115464.14,protein_coding,USP34
ENSG00000273302.1,sense_intronic,RP11-493E12.2
ENSG00000271146.1,processed_pseudogene,RP11-479F13.1
ENSG00000234624.2,processed_pseudogene,AC016894.1
ENSG00000206937.1,snoRNA,SNORA70B
ENSG00000270820.5,antisense,RP11-355B11.2
ENSG00000082898.16,protein_coding,XPO1
ENSG00000271243.1,processed_pseudogene,RP11-355B11.1
ENSG00000226884.1,processed_pseudogene,RPS29P10
ENSG00000206973.1,snRNA,RNU6-1145P
ENSG00000213486.3,processed_pseudogene,AC108039.1
ENSG00000227361.1,processed_pseudogene,RPS24P7
ENSG00000229831.2,processed_pseudogene,AC108039.3
ENSG00000170264.12,protein_coding,FAM161A
ENSG00000230702.1,processed_pseudogene,RP11-681L4.1
ENSG00000277498.1,unprocessed_pseudogene,RP11-681L4.2
ENSG00000115484.14,protein_coding,CCT4
ENSG00000236498.1,antisense,AC107081.5
ENSG00000173163.10,protein_coding,COMMD1
ENSG00000278523.1,misc_RNA,Y_RNA
ENSG00000229839.6,antisense,AC018462.2
ENSG00000271657.1,processed_pseudogene,RP11-270B14.1
ENSG00000170340.10,protein_coding,B3GNT2
ENSG00000266097.1,miRNA,MIR5192
ENSG00000239958.3,misc_RNA,RN7SL51P
ENSG00000270335.1,processed_pseudogene,RP11-642D6.1
ENSG00000228541.1,lincRNA,AC093159.1
ENSG00000241625.3,misc_RNA,RN7SL18P
ENSG00000186889.9,protein_coding,TMEM17
ENSG00000233702.1,processed_pseudogene,AC107083.1
ENSG00000229503.1,processed_pseudogene,AC092155.1
ENSG00000232144.1,processed_pseudogene,PSAT1P2
ENSG00000230595.1,processed_pseudogene,RSL24D1P2
ENSG00000226622.5,antisense,AC092155.4
ENSG00000115504.14,protein_coding,EHBP1
ENSG00000252436.1,misc_RNA,Y_RNA
ENSG00000226605.1,antisense,AC007098.1
ENSG00000237162.1,processed_pseudogene,RP11-443F16.1
ENSG00000231609.5,antisense,AC009501.4
ENSG00000115507.9,protein_coding,OTX1
