case_id,slide_id,label,tissue,tissue_idx
GTEX-Y3IK,GTEX-Y3IK-0525,gen_exp,ThyroidGland,33.0
GTEX-13PL7,GTEX-13PL7-1825,gen_exp,CoronaryArtery,7.0
GTEX-17MF6,GTEX-17MF6-0325,gen_exp,MammaryTissueBreast,19.0
GTEX-PWN1,GTEX-PWN1-2525,gen_exp,Vagina,38.0
GTEX-1PWST,GTEX-1PWST-2925,gen_exp,PituitaryGland,24.0
GTEX-VJWN,GTEX-VJWN-0425,gen_exp,SkeletalMuscle,27.0
GTEX-11EI6,GTEX-11EI6-0525,gen_exp,TibialArtery,34.0
GTEX-QLQW,GTEX-QLQW-1625,gen_exp,KidneyCortex,15.0
GTEX-1HFI6,GTEX-1HFI6-1125,gen_exp,EsophagusMuscularis,11.0
GTEX-Y5LM,GTEX-Y5LM-1425,gen_exp,SigmoidColon,26.0
GTEX-131XE,GTEX-131XE-0125,gen_exp,ThyroidGland,33.0
GTEX-WQUQ,GTEX-WQUQ-1925,gen_exp,Liver,17.0
GTEX-ZYY3,GTEX-ZYY3-2725,gen_exp,Ovary,22.0
GTEX-12126,GTEX-12126-0925,gen_exp,BrainCerebellum,4.0
GTEX-131YS,GTEX-131YS-1425,gen_exp,EsophagusMucosa,10.0
GTEX-13QJ3,GTEX-13QJ3-0225,gen_exp,Testis,32.0
GTEX-1B933,GTEX-1B933-1125,gen_exp,Aorta,2.0
GTEX-131XG,GTEX-131XG-1025,gen_exp,EsophagusMucosa,10.0
GTEX-17HG3,GTEX-17HG3-0225,gen_exp,ThyroidGland,33.0
GTEX-1LSVX,GTEX-1LSVX-2425,gen_exp,MammaryTissueBreast,19.0
GTEX-14E6C,GTEX-14E6C-0925,gen_exp,EsophagusMuscularis,11.0
GTEX-1QP28,GTEX-1QP28-1525,gen_exp,Uterus,37.0
GTEX-145ME,GTEX-145ME-1625,gen_exp,MinorSalivaryGlands,20.0
GTEX-13N2G,GTEX-13N2G-3125,gen_exp,BrainCerebellum,4.0
GTEX-13OVK,GTEX-13OVK-0925,gen_exp,Stomach,30.0
GTEX-1RAZQ,GTEX-1RAZQ-0325,gen_exp,TibialNerve,35.0
GTEX-1BAJH,GTEX-1BAJH-0725,gen_exp,Testis,32.0
GTEX-WH7G,GTEX-WH7G-0525,gen_exp,ThyroidGland,33.0
GTEX-1QPFJ,GTEX-1QPFJ-0825,gen_exp,CoronaryArtery,7.0
GTEX-13OW7,GTEX-13OW7-0425,gen_exp,SuprapubicSkin,31.0
GTEX-1C6WA,GTEX-1C6WA-0426,gen_exp,TibialArtery,34.0
GTEX-17EVP,GTEX-17EVP-0725,gen_exp,Lung,18.0
GTEX-17HII,GTEX-17HII-1325,gen_exp,Heart,13.0
GTEX-146FR,GTEX-146FR-1525,gen_exp,AdrenalGlands,1.0
GTEX-13RTJ,GTEX-13RTJ-1125,gen_exp,Lung,18.0
GTEX-X4XX,GTEX-X4XX-0625,gen_exp,SkeletalMuscle,27.0
GTEX-13FHO,GTEX-13FHO-0725,gen_exp,SkeletalMuscle,27.0
GTEX-12WSK,GTEX-12WSK-2325,gen_exp,Skin,28.0
GTEX-ZZ64,GTEX-ZZ64-0725,gen_exp,Colon,6.0
GTEX-18D9B,GTEX-18D9B-0225,gen_exp,TibialNerve,35.0
GTEX-1I1GU,GTEX-1I1GU-2325,gen_exp,AdiposeTissue,0.0
GTEX-11LCK,GTEX-11LCK-2325,gen_exp,Testis,32.0
GTEX-1H3O1,GTEX-1H3O1-1625,gen_exp,PituitaryGland,24.0
GTEX-1211K,GTEX-1211K-2025,gen_exp,Skin,28.0
GTEX-117YX,GTEX-117YX-0525,gen_exp,SigmoidColon,26.0
GTEX-1PPGY,GTEX-1PPGY-1825,gen_exp,Lung,18.0
GTEX-13NYS,GTEX-13NYS-2925,gen_exp,PituitaryGland,24.0
GTEX-1JJEA,GTEX-1JJEA-3025,gen_exp,PituitaryGland,24.0
GTEX-1KANA,GTEX-1KANA-0925,gen_exp,SkeletalMuscle,27.0
GTEX-1GL5R,GTEX-1GL5R-0125,gen_exp,Aorta,2.0
GTEX-15SDE,GTEX-15SDE-2225,gen_exp,Skin,28.0
GTEX-1IKOE,GTEX-1IKOE-2125,gen_exp,SigmoidColon,26.0
GTEX-17KNJ,GTEX-17KNJ-0825,gen_exp,Heart,13.0
GTEX-QEG5,GTEX-QEG5-1125,gen_exp,Lung,18.0
GTEX-1R9K4,GTEX-1R9K4-1425,gen_exp,Omentum,21.0
GTEX-1H3O1,GTEX-1H3O1-0325,gen_exp,Lung,18.0
GTEX-139YR,GTEX-139YR-2625,gen_exp,TibialNerve,35.0
GTEX-Q2AG,GTEX-Q2AG-0825,gen_exp,ThyroidGland,33.0
GTEX-14PQA,GTEX-14PQA-3125,gen_exp,PituitaryGland,24.0
GTEX-11EMC,GTEX-11EMC-2625,gen_exp,SkeletalMuscle,27.0
GTEX-12C56,GTEX-12C56-1425,gen_exp,Testis,32.0
GTEX-13S86,GTEX-13S86-0325,gen_exp,AtrialAppendage,3.0
GTEX-NPJ8,GTEX-NPJ8-2625,gen_exp,BrainCerebellum,4.0
GTEX-1KANB,GTEX-1KANB-2425,gen_exp,Omentum,21.0
GTEX-1J8QM,GTEX-1J8QM-0725,gen_exp,ThyroidGland,33.0
GTEX-ZYT6,GTEX-ZYT6-1425,gen_exp,TibialNerve,35.0
GTEX-1H3VE,GTEX-1H3VE-0525,gen_exp,TibialArtery,34.0
GTEX-XYKS,GTEX-XYKS-2625,gen_exp,TibialArtery,34.0
GTEX-1A8G6,GTEX-1A8G6-1225,gen_exp,EsophagusMuscularis,11.0
GTEX-16NGA,GTEX-16NGA-2025,gen_exp,TibialNerve,35.0
GTEX-145MO,GTEX-145MO-0825,gen_exp,MammaryTissueBreast,19.0
GTEX-14BMU,GTEX-14BMU-0625,gen_exp,Omentum,21.0
GTEX-1GZ4I,GTEX-1GZ4I-2625,gen_exp,SuprapubicSkin,31.0
GTEX-1POEN,GTEX-1POEN-2825,gen_exp,PituitaryGland,24.0
GTEX-12WSH,GTEX-12WSH-0125,gen_exp,Lung,18.0
GTEX-U4B1,GTEX-U4B1-0225,gen_exp,CoronaryArtery,7.0
GTEX-17MF6,GTEX-17MF6-1725,gen_exp,GastroesophagealJunction,12.0
GTEX-1B8SG,GTEX-1B8SG-0725,gen_exp,AtrialAppendage,3.0
GTEX-17MFQ,GTEX-17MFQ-1825,gen_exp,AdiposeTissue,0.0
GTEX-N7MS,GTEX-N7MS-2325,gen_exp,ThyroidGland,33.0
GTEX-S4UY,GTEX-S4UY-0925,gen_exp,UrinaryBladder,36.0
GTEX-1N2DV,GTEX-1N2DV-1725,gen_exp,Pancreas,23.0
GTEX-1HCUA,GTEX-1HCUA-2425,gen_exp,Skin,28.0
GTEX-1QP2A,GTEX-1QP2A-0125,gen_exp,Skin,28.0
GTEX-1KD5A,GTEX-1KD5A-2225,gen_exp,MinorSalivaryGlands,20.0
GTEX-14PHX,GTEX-14PHX-2425,gen_exp,AdiposeTissue,0.0
GTEX-11EMC,GTEX-11EMC-0925,gen_exp,Aorta,2.0
GTEX-11UD2,GTEX-11UD2-0925,gen_exp,AtrialAppendage,3.0
GTEX-12WSF,GTEX-12WSF-1625,gen_exp,SuprapubicSkin,31.0
GTEX-11O72,GTEX-11O72-0225,gen_exp,AdiposeTissue,0.0
GTEX-WY7C,GTEX-WY7C-2125,gen_exp,SuprapubicSkin,31.0
GTEX-133LE,GTEX-133LE-0325,gen_exp,ThyroidGland,33.0
GTEX-ZVTK,GTEX-ZVTK-0325,gen_exp,MammaryTissueBreast,19.0
GTEX-1LG7Y,GTEX-1LG7Y-1325,gen_exp,Aorta,2.0
GTEX-X3Y1,GTEX-X3Y1-2425,gen_exp,TibialNerve,35.0
GTEX-OIZG,GTEX-OIZG-0225,gen_exp,ThyroidGland,33.0
GTEX-131XG,GTEX-131XG-0625,gen_exp,Heart,13.0
GTEX-1IKJJ,GTEX-1IKJJ-0125,gen_exp,Skin,28.0
GTEX-S7PM,GTEX-S7PM-0425,gen_exp,TibialArtery,34.0
GTEX-WFON,GTEX-WFON-0525,gen_exp,Aorta,2.0
GTEX-13N1W,GTEX-13N1W-0825,gen_exp,ThyroidGland,33.0
GTEX-X4XX,GTEX-X4XX-2925,gen_exp,BrainCerebellum,4.0
GTEX-SSA3,GTEX-SSA3-0525,gen_exp,TibialNerve,35.0
GTEX-1C64O,GTEX-1C64O-1225,gen_exp,Lung,18.0
GTEX-ZEX8,GTEX-ZEX8-2325,gen_exp,AdiposeTissue,0.0
GTEX-13OVI,GTEX-13OVI-0525,gen_exp,Pancreas,23.0
GTEX-WRHU,GTEX-WRHU-0725,gen_exp,TibialArtery,34.0
GTEX-R55E,GTEX-R55E-1825,gen_exp,AdrenalGlands,1.0
GTEX-OIZF,GTEX-OIZF-1025,gen_exp,Pancreas,23.0
GTEX-1PBJI,GTEX-1PBJI-2125,gen_exp,Pancreas,23.0
GTEX-11LCK,GTEX-11LCK-1425,gen_exp,TibialArtery,34.0
GTEX-13QBU,GTEX-13QBU-0325,gen_exp,Aorta,2.0
GTEX-1PIIG,GTEX-1PIIG-1325,gen_exp,Liver,17.0
GTEX-REY6,GTEX-REY6-0925,gen_exp,CoronaryArtery,7.0
GTEX-1PFEY,GTEX-1PFEY-0225,gen_exp,ThyroidGland,33.0
GTEX-12ZZZ,GTEX-12ZZZ-3125,gen_exp,BrainCerebellum,4.0
GTEX-1K9T9,GTEX-1K9T9-1825,gen_exp,KidneyCortex,15.0
GTEX-1128S,GTEX-1128S-0725,gen_exp,Lung,18.0
GTEX-1JMQJ,GTEX-1JMQJ-2125,gen_exp,Lung,18.0
GTEX-15SZO,GTEX-15SZO-1225,gen_exp,Liver,17.0
GTEX-WFJO,GTEX-WFJO-0725,gen_exp,EsophagusMuscularis,11.0
GTEX-1R9K5,GTEX-1R9K5-1325,gen_exp,Heart,13.0
GTEX-1JJ6O,GTEX-1JJ6O-2825,gen_exp,Omentum,21.0
GTEX-XLM4,GTEX-XLM4-2025,gen_exp,AtrialAppendage,3.0
GTEX-13O61,GTEX-13O61-0525,gen_exp,Heart,13.0
GTEX-ZYT6,GTEX-ZYT6-0925,gen_exp,AtrialAppendage,3.0
GTEX-ZA64,GTEX-ZA64-0925,gen_exp,Omentum,21.0
GTEX-1CB4F,GTEX-1CB4F-1225,gen_exp,Pancreas,23.0
GTEX-1RDX4,GTEX-1RDX4-3225,gen_exp,BrainCerebellum,4.0
GTEX-ZYT6,GTEX-ZYT6-2825,gen_exp,SigmoidColon,26.0
GTEX-113JC,GTEX-113JC-2825,gen_exp,PituitaryGland,24.0
GTEX-ZLWG,GTEX-ZLWG-1225,gen_exp,EsophagusMuscularis,11.0
GTEX-1I6K7,GTEX-1I6K7-2425,gen_exp,Testis,32.0
GTEX-1AYD5,GTEX-1AYD5-0625,gen_exp,CoronaryArtery,7.0
GTEX-14PJM,GTEX-14PJM-3225,gen_exp,PituitaryGland,24.0
GTEX-146FR,GTEX-146FR-1425,gen_exp,TibialNerve,35.0
GTEX-145LT,GTEX-145LT-1425,gen_exp,Stomach,30.0
GTEX-RUSQ,GTEX-RUSQ-0525,gen_exp,Heart,13.0
GTEX-QV44,GTEX-QV44-1225,gen_exp,Stomach,30.0
GTEX-17HGU,GTEX-17HGU-1625,gen_exp,GastroesophagealJunction,12.0
GTEX-11ZTT,GTEX-11ZTT-2525,gen_exp,AdiposeTissue,0.0
GTEX-WY7C,GTEX-WY7C-2825,gen_exp,TibialArtery,34.0
GTEX-ZYY3,GTEX-ZYY3-3225,gen_exp,PituitaryGland,24.0
GTEX-1HR98,GTEX-1HR98-3025,gen_exp,BrainCortex,5.0
GTEX-13D11,GTEX-13D11-0925,gen_exp,SuprapubicSkin,31.0
GTEX-1S83E,GTEX-1S83E-0825,gen_exp,EsophagusMucosa,10.0
GTEX-1192X,GTEX-1192X-3125,gen_exp,BrainCortex,5.0
GTEX-14JG6,GTEX-14JG6-2125,gen_exp,SkeletalMuscle,27.0
GTEX-1GMR3,GTEX-1GMR3-2025,gen_exp,AdiposeTissue,0.0
GTEX-Y5V6,GTEX-Y5V6-1625,gen_exp,SigmoidColon,26.0
GTEX-1LBAC,GTEX-1LBAC-1425,gen_exp,Stomach,30.0
GTEX-11GSP,GTEX-11GSP-0125,gen_exp,ThyroidGland,33.0
GTEX-11TTK,GTEX-11TTK-0225,gen_exp,AdiposeTissue,0.0
GTEX-1JMLX,GTEX-1JMLX-2425,gen_exp,Stomach,30.0
GTEX-17MFQ,GTEX-17MFQ-1725,gen_exp,Skin,28.0
GTEX-16Z82,GTEX-16Z82-2225,gen_exp,Colon,6.0
GTEX-1JMOU,GTEX-1JMOU-1025,gen_exp,SuprapubicSkin,31.0
GTEX-1HKZK,GTEX-1HKZK-2025,gen_exp,SigmoidColon,26.0
GTEX-1HFI6,GTEX-1HFI6-0225,gen_exp,Skin,28.0
GTEX-12WSD,GTEX-12WSD-2125,gen_exp,AdrenalGlands,1.0
GTEX-S3XE,GTEX-S3XE-1025,gen_exp,Stomach,30.0
GTEX-S7SF,GTEX-S7SF-0925,gen_exp,EsophagusMucosa,10.0
GTEX-1JMQJ,GTEX-1JMQJ-1125,gen_exp,GastroesophagealJunction,12.0
GTEX-15SKB,GTEX-15SKB-0925,gen_exp,AtrialAppendage,3.0
GTEX-17F9E,GTEX-17F9E-2525,gen_exp,MammaryTissueBreast,19.0
GTEX-145LT,GTEX-145LT-0725,gen_exp,MammaryTissueBreast,19.0
GTEX-OIZF,GTEX-OIZF-1525,gen_exp,Stomach,30.0
GTEX-13G51,GTEX-13G51-2825,gen_exp,TibialNerve,35.0
GTEX-15DCE,GTEX-15DCE-0825,gen_exp,AtrialAppendage,3.0
GTEX-RM2N,GTEX-RM2N-0925,gen_exp,Colon,6.0
GTEX-145MO,GTEX-145MO-0425,gen_exp,AdiposeTissue,0.0
GTEX-1RNTQ,GTEX-1RNTQ-0725,gen_exp,Aorta,2.0
GTEX-RWSA,GTEX-RWSA-0925,gen_exp,Aorta,2.0
GTEX-1IE54,GTEX-1IE54-2625,gen_exp,Vagina,38.0
GTEX-OIZF,GTEX-OIZF-2125,gen_exp,Testis,32.0
GTEX-1C475,GTEX-1C475-1325,gen_exp,SuprapubicSkin,31.0
GTEX-1RAZQ,GTEX-1RAZQ-1525,gen_exp,Omentum,21.0
GTEX-11WQC,GTEX-11WQC-0625,gen_exp,Lung,18.0
GTEX-1OFPY,GTEX-1OFPY-1225,gen_exp,SigmoidColon,26.0
GTEX-1PIGE,GTEX-1PIGE-1425,gen_exp,Colon,6.0
GTEX-Q2AG,GTEX-Q2AG-0125,gen_exp,Skin,28.0
GTEX-1CB4E,GTEX-1CB4E-0125,gen_exp,Spleen,29.0
GTEX-14PII,GTEX-14PII-0725,gen_exp,SuprapubicSkin,31.0
GTEX-1GN1U,GTEX-1GN1U-0325,gen_exp,TibialNerve,35.0
GTEX-14BMV,GTEX-14BMV-0225,gen_exp,AdiposeTissue,0.0
GTEX-1JKYN,GTEX-1JKYN-1225,gen_exp,AdiposeTissue,0.0
GTEX-P4QT,GTEX-P4QT-2025,gen_exp,Uterus,37.0
GTEX-11I78,GTEX-11I78-1525,gen_exp,EsophagusMucosa,10.0
GTEX-1CB4I,GTEX-1CB4I-1625,gen_exp,Heart,13.0
GTEX-13OW7,GTEX-13OW7-0225,gen_exp,AdiposeTissue,0.0
GTEX-W5WG,GTEX-W5WG-1925,gen_exp,SkeletalMuscle,27.0
GTEX-1HKZK,GTEX-1HKZK-1225,gen_exp,GastroesophagealJunction,12.0
GTEX-YJ8A,GTEX-YJ8A-1525,gen_exp,Stomach,30.0
GTEX-OXRK,GTEX-OXRK-0425,gen_exp,TibialNerve,35.0
GTEX-1IDJI,GTEX-1IDJI-1025,gen_exp,Heart,13.0
GTEX-15CHR,GTEX-15CHR-0725,gen_exp,Lung,18.0
GTEX-S4P3,GTEX-S4P3-0325,gen_exp,Aorta,2.0
GTEX-XPVG,GTEX-XPVG-2625,gen_exp,Skin,28.0
GTEX-13112,GTEX-13112-0325,gen_exp,ThyroidGland,33.0
GTEX-14BMV,GTEX-14BMV-0625,gen_exp,MammaryTissueBreast,19.0
GTEX-14ABY,GTEX-14ABY-1925,gen_exp,Omentum,21.0
GTEX-1S831,GTEX-1S831-0725,gen_exp,Spleen,29.0
GTEX-12696,GTEX-12696-2225,gen_exp,Prostate,25.0
GTEX-WWYW,GTEX-WWYW-0825,gen_exp,ThyroidGland,33.0
GTEX-XXEK,GTEX-XXEK-0625,gen_exp,Lung,18.0
GTEX-11GSO,GTEX-11GSO-2525,gen_exp,SkeletalMuscle,27.0
GTEX-ZLWG,GTEX-ZLWG-1025,gen_exp,Uterus,37.0
GTEX-ZEX8,GTEX-ZEX8-1525,gen_exp,GastroesophagealJunction,12.0
GTEX-1AMFI,GTEX-1AMFI-2225,gen_exp,SkeletalMuscle,27.0
GTEX-15FZZ,GTEX-15FZZ-0325,gen_exp,Lung,18.0
GTEX-1KANB,GTEX-1KANB-3125,gen_exp,PituitaryGland,24.0
GTEX-R55C,GTEX-R55C-0325,gen_exp,Heart,13.0
GTEX-X261,GTEX-X261-0625,gen_exp,MammaryTissueBreast,19.0
GTEX-1AX9K,GTEX-1AX9K-0225,gen_exp,Spleen,29.0
GTEX-XQ3S,GTEX-XQ3S-0625,gen_exp,Heart,13.0
GTEX-13G51,GTEX-13G51-2525,gen_exp,Skin,28.0
GTEX-ZYT6,GTEX-ZYT6-1525,gen_exp,TibialArtery,34.0
GTEX-1GL5R,GTEX-1GL5R-2125,gen_exp,TibialArtery,34.0
GTEX-P44G,GTEX-P44G-0625,gen_exp,ThyroidGland,33.0
GTEX-15DZA,GTEX-15DZA-1125,gen_exp,Stomach,30.0
GTEX-16NGA,GTEX-16NGA-1125,gen_exp,Ileum,14.0
GTEX-WL46,GTEX-WL46-2025,gen_exp,Omentum,21.0
GTEX-YJ89,GTEX-YJ89-0625,gen_exp,Testis,32.0
GTEX-139T6,GTEX-139T6-1825,gen_exp,TibialArtery,34.0
GTEX-S3LF,GTEX-S3LF-1125,gen_exp,Lung,18.0
GTEX-178AV,GTEX-178AV-0825,gen_exp,GastroesophagealJunction,12.0
GTEX-13PVR,GTEX-13PVR-0625,gen_exp,ThyroidGland,33.0
GTEX-1GN1V,GTEX-1GN1V-1025,gen_exp,AtrialAppendage,3.0
GTEX-ZTPG,GTEX-ZTPG-0125,gen_exp,SkeletalMuscle,27.0
GTEX-15EU6,GTEX-15EU6-2225,gen_exp,SuprapubicSkin,31.0
GTEX-Y3IK,GTEX-Y3IK-2425,gen_exp,Skin,28.0
GTEX-13G51,GTEX-13G51-0525,gen_exp,Omentum,21.0
GTEX-P4PQ,GTEX-P4PQ-1525,gen_exp,Stomach,30.0
GTEX-1R9K4,GTEX-1R9K4-1125,gen_exp,CoronaryArtery,7.0
GTEX-1AYCT,GTEX-1AYCT-2225,gen_exp,AdiposeTissue,0.0
GTEX-1HBPI,GTEX-1HBPI-0625,gen_exp,EsophagusMucosa,10.0
GTEX-ZAB4,GTEX-ZAB4-0225,gen_exp,Skin,28.0
GTEX-ZQUD,GTEX-ZQUD-2025,gen_exp,Testis,32.0
GTEX-1JJEA,GTEX-1JJEA-1825,gen_exp,SuprapubicSkin,31.0
GTEX-1EN7A,GTEX-1EN7A-2425,gen_exp,SuprapubicSkin,31.0
GTEX-12C56,GTEX-12C56-1725,gen_exp,Skin,28.0
GTEX-Y114,GTEX-Y114-0725,gen_exp,Spleen,29.0
GTEX-XAJ8,GTEX-XAJ8-0925,gen_exp,AdiposeTissue,0.0
GTEX-13O3O,GTEX-13O3O-3125,gen_exp,BrainCortex,5.0
GTEX-1KAFJ,GTEX-1KAFJ-0125,gen_exp,SuprapubicSkin,31.0
GTEX-S7SF,GTEX-S7SF-1425,gen_exp,Vagina,38.0
GTEX-1LSVX,GTEX-1LSVX-0125,gen_exp,AdiposeTissue,0.0
GTEX-1IDJC,GTEX-1IDJC-0225,gen_exp,Omentum,21.0
GTEX-14DAQ,GTEX-14DAQ-2325,gen_exp,Vagina,38.0
GTEX-16BQI,GTEX-16BQI-1125,gen_exp,Omentum,21.0
GTEX-ZVZO,GTEX-ZVZO-0525,gen_exp,TibialNerve,35.0
GTEX-1399R,GTEX-1399R-2625,gen_exp,AdiposeTissue,0.0
GTEX-WFON,GTEX-WFON-0125,gen_exp,Spleen,29.0
GTEX-183FY,GTEX-183FY-1425,gen_exp,SigmoidColon,26.0
GTEX-132QS,GTEX-132QS-1125,gen_exp,Prostate,25.0
GTEX-13SLX,GTEX-13SLX-3225,gen_exp,BrainCerebellum,4.0
GTEX-PLZ6,GTEX-PLZ6-0725,gen_exp,Pancreas,23.0
GTEX-1211K,GTEX-1211K-1025,gen_exp,EsophagusMuscularis,11.0
GTEX-Y5V6,GTEX-Y5V6-2425,gen_exp,Skin,28.0
GTEX-ZTSS,GTEX-ZTSS-1025,gen_exp,Omentum,21.0
GTEX-14E7W,GTEX-14E7W-2925,gen_exp,BrainCerebellum,4.0
GTEX-XBED,GTEX-XBED-2525,gen_exp,TibialNerve,35.0
GTEX-1B97I,GTEX-1B97I-0925,gen_exp,EsophagusMucosa,10.0
GTEX-15G19,GTEX-15G19-0325,gen_exp,TibialNerve,35.0
GTEX-WFJO,GTEX-WFJO-1925,gen_exp,AdiposeTissue,0.0
GTEX-1NV8Z,GTEX-1NV8Z-3125,gen_exp,BrainCortex,5.0
GTEX-13PDP,GTEX-13PDP-1225,gen_exp,Omentum,21.0
GTEX-U8XE,GTEX-U8XE-0125,gen_exp,Testis,32.0
GTEX-1JMLX,GTEX-1JMLX-0925,gen_exp,Lung,18.0
GTEX-144GL,GTEX-144GL-3125,gen_exp,PituitaryGland,24.0
GTEX-1ICG6,GTEX-1ICG6-2925,gen_exp,TibialArtery,34.0
GTEX-13113,GTEX-13113-2025,gen_exp,TibialNerve,35.0
GTEX-16NGA,GTEX-16NGA-1225,gen_exp,GastroesophagealJunction,12.0
GTEX-1CB4F,GTEX-1CB4F-0825,gen_exp,ThyroidGland,33.0
GTEX-11LCK,GTEX-11LCK-1025,gen_exp,Skin,28.0
GTEX-1GF9W,GTEX-1GF9W-1325,gen_exp,KidneyCortex,15.0
GTEX-18D9A,GTEX-18D9A-0725,gen_exp,Omentum,21.0
GTEX-1C475,GTEX-1C475-1125,gen_exp,Spleen,29.0
GTEX-Y3I4,GTEX-Y3I4-1925,gen_exp,MinorSalivaryGlands,20.0
GTEX-11OF3,GTEX-11OF3-2325,gen_exp,GastroesophagealJunction,12.0
GTEX-14PJM,GTEX-14PJM-1725,gen_exp,GastroesophagealJunction,12.0
GTEX-S3XE,GTEX-S3XE-1325,gen_exp,Prostate,25.0
GTEX-11P7K,GTEX-11P7K-2225,gen_exp,TibialNerve,35.0
GTEX-147JS,GTEX-147JS-0425,gen_exp,AdiposeTissue,0.0
GTEX-1HCU8,GTEX-1HCU8-2225,gen_exp,EsophagusMucosa,10.0
GTEX-REY6,GTEX-REY6-0525,gen_exp,ThyroidGland,33.0
GTEX-13OVG,GTEX-13OVG-2225,gen_exp,TibialNerve,35.0
GTEX-1POEN,GTEX-1POEN-0725,gen_exp,AtrialAppendage,3.0
GTEX-14ICK,GTEX-14ICK-1825,gen_exp,Prostate,25.0
GTEX-14DAR,GTEX-14DAR-2225,gen_exp,TibialNerve,35.0
GTEX-1S5ZU,GTEX-1S5ZU-2625,gen_exp,Vagina,38.0
GTEX-1C2JI,GTEX-1C2JI-0425,gen_exp,Aorta,2.0
GTEX-1B8KZ,GTEX-1B8KZ-1625,gen_exp,Prostate,25.0
GTEX-12WSM,GTEX-12WSM-1825,gen_exp,MinorSalivaryGlands,20.0
GTEX-YEC3,GTEX-YEC3-2425,gen_exp,Colon,6.0
GTEX-13O61,GTEX-13O61-1225,gen_exp,GastroesophagealJunction,12.0
GTEX-13FXS,GTEX-13FXS-0725,gen_exp,ThyroidGland,33.0
GTEX-SE5C,GTEX-SE5C-1025,gen_exp,UrinaryBladder,36.0
GTEX-13N11,GTEX-13N11-2525,gen_exp,Skin,28.0
GTEX-14B4R,GTEX-14B4R-0125,gen_exp,ThyroidGland,33.0
GTEX-1EH9U,GTEX-1EH9U-1825,gen_exp,Prostate,25.0
GTEX-139D8,GTEX-139D8-1225,gen_exp,Aorta,2.0
GTEX-131YS,GTEX-131YS-3225,gen_exp,PituitaryGland,24.0
GTEX-1QEPI,GTEX-1QEPI-2925,gen_exp,PituitaryGland,24.0
GTEX-WFG7,GTEX-WFG7-0425,gen_exp,Pancreas,23.0
GTEX-1I1GT,GTEX-1I1GT-0825,gen_exp,ThyroidGland,33.0
GTEX-144GN,GTEX-144GN-0825,gen_exp,Pancreas,23.0
GTEX-S341,GTEX-S341-1325,gen_exp,Endocervix,9.0
GTEX-U3ZN,GTEX-U3ZN-1025,gen_exp,Ovary,22.0
GTEX-ZV68,GTEX-ZV68-0325,gen_exp,TibialNerve,35.0
GTEX-1C6VQ,GTEX-1C6VQ-3025,gen_exp,BrainCortex,5.0
GTEX-S4P3,GTEX-S4P3-0725,gen_exp,Stomach,30.0
GTEX-1IDJH,GTEX-1IDJH-0625,gen_exp,TibialNerve,35.0
GTEX-1JKYR,GTEX-1JKYR-0125,gen_exp,Skin,28.0
GTEX-S95S,GTEX-S95S-1325,gen_exp,AdiposeTissue,0.0
GTEX-139TU,GTEX-139TU-0525,gen_exp,SkeletalMuscle,27.0
GTEX-1OKEX,GTEX-1OKEX-1225,gen_exp,Colon,6.0
GTEX-1MCYP,GTEX-1MCYP-0425,gen_exp,Aorta,2.0
GTEX-1ICLZ,GTEX-1ICLZ-0525,gen_exp,ThyroidGland,33.0
GTEX-ZPU1,GTEX-ZPU1-1125,gen_exp,SuprapubicSkin,31.0
GTEX-OIZI,GTEX-OIZI-0725,gen_exp,ThyroidGland,33.0
GTEX-1JKYR,GTEX-1JKYR-0425,gen_exp,TibialNerve,35.0
GTEX-QEG4,GTEX-QEG4-0725,gen_exp,EsophagusMucosa,10.0
GTEX-11NV4,GTEX-11NV4-2225,gen_exp,BrainCerebellum,4.0
GTEX-1HSMQ,GTEX-1HSMQ-1525,gen_exp,TibialNerve,35.0
GTEX-13X6K,GTEX-13X6K-0525,gen_exp,TibialArtery,34.0
GTEX-ZC5H,GTEX-ZC5H-0225,gen_exp,Skin,28.0
GTEX-WWYW,GTEX-WWYW-0525,gen_exp,SkeletalMuscle,27.0
GTEX-PLZ6,GTEX-PLZ6-1725,gen_exp,TibialNerve,35.0
GTEX-12ZZX,GTEX-12ZZX-0425,gen_exp,TibialNerve,35.0
GTEX-1JMOU,GTEX-1JMOU-2025,gen_exp,MammaryTissueBreast,19.0
GTEX-1K9T9,GTEX-1K9T9-0225,gen_exp,AdiposeTissue,0.0
GTEX-RWS6,GTEX-RWS6-0325,gen_exp,Heart,13.0
GTEX-12KS4,GTEX-12KS4-2125,gen_exp,SuprapubicSkin,31.0
GTEX-17F9E,GTEX-17F9E-1425,gen_exp,Pancreas,23.0
GTEX-1GMR2,GTEX-1GMR2-0725,gen_exp,Testis,32.0
GTEX-14C39,GTEX-14C39-0925,gen_exp,Heart,13.0
GTEX-1QP28,GTEX-1QP28-0325,gen_exp,TibialNerve,35.0
GTEX-16MT8,GTEX-16MT8-2225,gen_exp,Ovary,22.0
GTEX-1B97I,GTEX-1B97I-1825,gen_exp,TibialNerve,35.0
GTEX-13NYB,GTEX-13NYB-2625,gen_exp,AdiposeTissue,0.0
GTEX-1I1HK,GTEX-1I1HK-2325,gen_exp,SuprapubicSkin,31.0
GTEX-XUZC,GTEX-XUZC-1225,gen_exp,Vagina,38.0
GTEX-16NPX,GTEX-16NPX-1725,gen_exp,EsophagusMuscularis,11.0
