gene_id gene_desc
ENSG00000172403.10 SYNPO2
ENSG00000172399.5 MYOZ2
ENSG00000145390.11 USP53
ENSG00000164096.12 C4orf3
ENSG00000250392.2 RP11-700N1.1
ENSG00000164111.14 ANXA5
ENSG00000164056.10 SPRY1
ENSG00000164040.16 PGRMC2
ENSG00000077684.15 JADE1
ENSG00000109381.19 ELF2
ENSG00000109390.11 NDUFC1
ENSG00000164134.12 NAA15
ENSG00000145391.13 SETD7
ENSG00000085871.8 MGST2
ENSG00000153130.17 SCOC
ENSG00000153132.12 CLGN
ENSG00000170153.10 RNF150
ENSG00000109445.10 ZNF330
ENSG00000109458.8 GAB1
ENSG00000153147.5 SMARCA5
ENSG00000164163.10 ABCE1
ENSG00000164164.15 OTUD4
ENSG00000151617.15 EDNRA
ENSG00000164168.7 TMEM184C
ENSG00000071205.11 ARHGAP10
ENSG00000170390.15 DCLK2
ENSG00000145425.9 RPS3A
ENSG00000109686.17 SH3D19
ENSG00000278978.1 RP11-164P12.5
ENSG00000059691.11 GATB
ENSG00000109670.13 FBXW7
ENSG00000171566.11 PLRG1
ENSG00000164116.16 GUCY1A3
ENSG00000260244.1 RP11-588K22.2
ENSG00000061918.12 GUCY1B3
ENSG00000256043.2 CTSO
ENSG00000164125.15 FAM198B
ENSG00000171503.11 ETFDH
ENSG00000171497.4 PPID
ENSG00000052795.12 FNIP2
ENSG00000109756.8 RAPGEF2
ENSG00000052802.12 MSMO1
ENSG00000109472.13 CPE
ENSG00000129116.17 PALLD
ENSG00000145439.11 CBR4
ENSG00000109572.13 CLCN3
ENSG00000056050.6 HPF1
ENSG00000164104.11 HMGB2
ENSG00000164105.3 SAP30
ENSG00000164107.8 HAND2
ENSG00000237125.8 HAND2-AS1
ENSG00000164117.13 FBXO8
ENSG00000129128.12 SPCS3
ENSG00000150630.3 VEGFC
ENSG00000249460.1 RP11-665C14.2
ENSG00000129187.14 DCTD
ENSG00000151718.15 WWC2
ENSG00000168538.15 TRAPPC11
ENSG00000168310.10 IRF2
ENSG00000164305.18 CASP3
ENSG00000151726.13 ACSL1
ENSG00000151729.10 SLC25A4
ENSG00000186352.8 ANKRD37
ENSG00000109775.10 UFSP2
ENSG00000154553.13 PDLIM3
ENSG00000154556.17 SORBS2
ENSG00000145476.15 CYP4V2
ENSG00000083857.13 FAT1
ENSG00000109536.11 FRG1
ENSG00000185028.3 LRRC14B
ENSG00000261434.1 CTD-2083E4.7
ENSG00000073578.16 SDHA
ENSG00000249915.7 PDCD6
ENSG00000180104.15 EXOC3
ENSG00000171368.11 TPPP
ENSG00000206077.10 ZDHHC11B
ENSG00000028310.17 BRD9
ENSG00000215246.5 RP11-43F13.3
ENSG00000113504.20 SLC12A7
ENSG00000049656.13 CLPTM1L
ENSG00000153395.9 LPCAT1
ENSG00000171421.12 MRPL36
ENSG00000145494.11 NDUFS6
ENSG00000113430.9 IRX4
ENSG00000249116.1 CTD-2194D22.3
ENSG00000164151.11 ICE1
ENSG00000133398.3 MED10
ENSG00000215218.3 UBE2QL1
ENSG00000037474.14 NSUN2
ENSG00000124275.14 MTRR
ENSG00000112902.11 SEMA5A
ENSG00000250786.1 SNHG18
ENSG00000150753.11 CCT5
ENSG00000164237.8 CMBL
ENSG00000145495.15 MARCH6
ENSG00000112977.15 DAP
ENSG00000038382.18 TRIO
ENSG00000154122.12 ANKH
ENSG00000183580.9 FBXL7
ENSG00000173545.4 ZNF622
ENSG00000154153.13 FAM134B
ENSG00000113360.16 DROSHA
ENSG00000082213.17 C5orf22
ENSG00000133401.15 PDZD2
ENSG00000113384.13 GOLPH3
ENSG00000056097.15 ZFR
ENSG00000113387.11 SUB1
ENSG00000113389.15 NPR3
ENSG00000113407.13 TARS
ENSG00000113460.12 BRIX1
ENSG00000168724.14 DNAJC21
ENSG00000152620.12 NADK2
ENSG00000079215.13 SLC1A3
ENSG00000164318.17 EGFLAM
ENSG00000113594.9 LIFR
ENSG00000145623.12 OSMR
ENSG00000164327.12 RICTOR
ENSG00000153071.14 DAB2
ENSG00000132356.11 PRKAA1
ENSG00000145592.13 RPL37
ENSG00000112936.18 C7
ENSG00000039537.13 C6
ENSG00000182836.9 PLCXD3
ENSG00000083720.12 OXCT1
ENSG00000250722.5 SELENOP
ENSG00000112972.14 HMGCS1
ENSG00000172239.13 PAIP1
ENSG00000248092.7 NNT-AS1
ENSG00000112992.16 NNT
ENSG00000112996.10 MRPS30
ENSG00000213949.8 ITGA1
ENSG00000152684.10 PELO
ENSG00000164172.18 MOCS2
ENSG00000164258.11 NDUFS4
ENSG00000169271.2 HSPB3
ENSG00000067248.9 DHX29
ENSG00000039123.15 SKIV2L2
ENSG00000067113.16 PLPP1
ENSG00000134352.19 IL6ST
ENSG00000062194.15 GPBP1
ENSG00000145632.14 PLK2
ENSG00000164182.10 NDUFAF2
ENSG00000188725.7 SMIM15
ENSG00000086189.9 DIMT1
ENSG00000086200.16 IPO11
ENSG00000153015.15 CWC27
ENSG00000113593.11 PPWD1
ENSG00000113597.17 TRAPPC13
ENSG00000112851.14 ERBIN
ENSG00000153914.15 SREK1
ENSG00000069020.18 MAST4
ENSG00000145675.14 PIK3R1
ENSG00000145740.18 SLC30A5
ENSG00000134056.11 MRPS36
ENSG00000134058.11 CDK7
ENSG00000085231.13 AK6
ENSG00000273841.4 TAF9
ENSG00000152942.18 RAD17
ENSG00000131844.15 MCCC2
ENSG00000131711.14 MAP1B
ENSG00000113048.16 MRPS27
ENSG00000261269.1 RP11-389C8.2
ENSG00000083312.17 TNPO1
ENSG00000145741.15 BTF3
ENSG00000164331.9 ANKRA2
ENSG00000171617.13 ENC1
ENSG00000049860.13 HEXB
ENSG00000164347.17 GFM2
ENSG00000164346.9 NSA2
ENSG00000113163.15 COL4A3BP
ENSG00000181104.6 F2R
ENSG00000164252.12 AGGF1
ENSG00000164253.13 WDR41
ENSG00000171530.13 TBCA
ENSG00000132842.13 AP3B1
ENSG00000085365.17 SCAMP1
ENSG00000152413.14 HOMER1
ENSG00000164329.13 PAPD4
ENSG00000164309.14 CMYA5
ENSG00000113296.14 THBS4
ENSG00000039319.16 ZFYVE16
ENSG00000131730.15 CKMT2
ENSG00000186468.12 RPS23
ENSG00000174695.9 TMEM167A
ENSG00000152422.15 XRCC4
ENSG00000038427.15 VCAN
ENSG00000127184.12 COX7C
ENSG00000145715.14 RASA1
ENSG00000134480.13 CCNH
ENSG00000176018.12 LYSMD3
ENSG00000113369.8 ARRDC3
ENSG00000198677.10 TTC37
ENSG00000164292.12 RHOBTB3
ENSG00000173221.13 GLRX
ENSG00000118985.15 ELL2
ENSG00000153113.23 CAST
ENSG00000164307.12 ERAP1
ENSG00000113441.15 LNPEP
ENSG00000174132.8 FAM174A
ENSG00000145730.20 PAM
ENSG00000184349.12 EFNA5
ENSG00000145743.15 FBXL17
ENSG00000198961.9 PJA2
ENSG00000164209.16 SLC25A46
ENSG00000134986.13 NREP
ENSG00000224032.6 EPB41L4A-AS1
ENSG00000153037.13 SRP19
ENSG00000129625.12 REEP5
ENSG00000145780.7 FEM1C
ENSG00000134970.13 TMED7
ENSG00000129596.4 CDO1
ENSG00000177879.15 AP3S1
ENSG00000145781.8 COMMD10
ENSG00000250891.1 LINC02208
ENSG00000133835.14 HSD17B4
ENSG00000205302.6 SNX2
ENSG00000168938.5 PPIC
ENSG00000155324.9 GRAMD3
ENSG00000279118.1 RP11-517I3.2
ENSG00000164902.13 PHAX
ENSG00000173926.5 MARCH3
ENSG00000113396.12 SLC27A6
ENSG00000066583.11 ISOC1
ENSG00000169567.11 HINT1
ENSG00000186687.15 LYRM7
ENSG00000072682.18 P4HA2
ENSG00000131435.12 PDLIM4
ENSG00000197375.12 SLC22A5
ENSG00000125347.13 IRF1
ENSG00000113522.13 RAD50
ENSG00000164402.13 SEPT8
ENSG00000164405.10 UQCRQ
ENSG00000072364.12 AFF4
ENSG00000170606.14 HSPA4
ENSG00000113583.7 C5orf15
ENSG00000213585.10 VDAC1
ENSG00000113558.18 SKP1
ENSG00000113575.9 PPP2CA
ENSG00000119048.7 UBE2B
ENSG00000237190.3 CDKN2AIPNL
ENSG00000043143.20 JADE2
ENSG00000152700.13 SAR1B
ENSG00000164615.4 CAMLG
ENSG00000145833.15 DDX46
ENSG00000181904.8 C5orf24
ENSG00000113621.14 TXNDC15
ENSG00000249119.1 MTND6P4
ENSG00000247627.2 MTND4P12
ENSG00000198868.3 MTND4LP30
ENSG00000113648.16 H2AFY
ENSG00000145824.12 CXCL14
ENSG00000120708.16 TGFBI
ENSG00000113658.16 SMAD5
ENSG00000152377.13 SPOCK1
ENSG00000146021.14 KLHL3
ENSG00000177733.6 HNRNPA0
ENSG00000226306.6 NPY6R
ENSG00000120729.9 MYOT
ENSG00000031003.10 FAM13B
ENSG00000112983.17 BRD8
ENSG00000094880.10 CDC23
ENSG00000120709.10 FAM53C
ENSG00000120733.13 KDM3B
ENSG00000120738.7 EGR1
ENSG00000120705.12 ETF1
ENSG00000113013.12 HSPA9
ENSG00000044115.20 CTNNA1
ENSG00000120725.12 SIL1
ENSG00000120727.12 PAIP2
ENSG00000228672.3 PROB1
ENSG00000249751.3 ECSCR
ENSG00000184584.12 TMEM173
ENSG00000131508.15 UBE2D2
ENSG00000171604.11 CXXC5
ENSG00000182700.4 IGIP
ENSG00000120306.9 CYSTM1
ENSG00000113068.9 PFDN1
ENSG00000113070.7 HBEGF
ENSG00000131503.20 ANKHD1
ENSG00000213523.10 SRA1
ENSG00000243056.1 EIF4EBP3
ENSG00000113108.19 APBB3
ENSG00000176087.14 SLC35A4
ENSG00000170458.13 CD14
ENSG00000131495.8 NDUFA2
ENSG00000113141.17 IK
ENSG00000120314.18 WDR55
ENSG00000170445.12 HARS
ENSG00000112855.14 HARS2
ENSG00000146007.10 ZMAT2
ENSG00000178913.7 TAF7
ENSG00000131504.15 DIAPH1
ENSG00000171720.9 HDAC3
ENSG00000120318.15 ARAP3
ENSG00000156453.13 PCDH1
ENSG00000081791.8 KIAA0141
ENSG00000113555.5 PCDH12
ENSG00000013561.17 RNF14
ENSG00000113552.15 GNPDA1
ENSG00000131507.10 NDFIP1
ENSG00000187678.8 SPRY4
ENSG00000113578.17 FGF1
ENSG00000145819.15 ARHGAP26
ENSG00000113580.14 NR3C1
ENSG00000145817.16 YIPF5
ENSG00000156463.17 SH3RF2
ENSG00000133706.17 LARS
ENSG00000113649.11 TCERG1
ENSG00000113657.12 DPYSL3
ENSG00000145868.16 FBXO38
ENSG00000173210.19 ABLIM3
ENSG00000157510.13 AFAP1L1
ENSG00000113712.17 CSNK1A1
ENSG00000183111.11 ARHGEF37
ENSG00000113716.12 HMGXB3
ENSG00000182578.13 CSF1R
ENSG00000113721.13 PDGFRB
ENSG00000070814.17 TCOF1
ENSG00000019582.14 CD74
ENSG00000164587.11 RPS14
ENSG00000070614.14 NDST1
ENSG00000171992.12 SYNPO
ENSG00000086589.11 RBM22
ENSG00000132912.12 DCTN4
ENSG00000256235.1 SMIM3
ENSG00000211445.11 GPX3
ENSG00000145901.14 TNIP1
ENSG00000197043.13 ANXA6
ENSG00000198624.12 CCDC69
ENSG00000196743.8 GM2A
ENSG00000113140.10 SPARC
ENSG00000145907.14 G3BP1
ENSG00000164576.11 SAP30L
ENSG00000113196.2 HAND1
ENSG00000155506.16 LARP1
ENSG00000170271.10 FAXDC2
ENSG00000155508.13 CNOT8
ENSG00000082515.17 MRPL22
ENSG00000170624.13 SGCD
ENSG00000055163.19 CYFIP2
ENSG00000135074.15 ADAM19
ENSG00000113282.13 CLINT1
ENSG00000145860.11 RNF145
ENSG00000164332.7 UBLCP1
ENSG00000113312.10 TTC1
ENSG00000164609.9 SLU7
ENSG00000113328.18 CCNG1
ENSG00000038274.16 MAT2B
ENSG00000145934.16 TENM2
ENSG00000113643.8 RARS
ENSG00000233913.7 RPL10P9
ENSG00000181163.13 NPM1
ENSG00000156427.7 FGF18
ENSG00000072803.17 FBXW11
ENSG00000214357.8 NEURL1B
ENSG00000120129.5 DUSP1
ENSG00000113719.15 ERGIC1
ENSG00000037241.7 RPL26L1
ENSG00000113732.8 ATP6V0E1
ENSG00000183072.9 NKX2-5
ENSG00000145919.10 BOD1
ENSG00000113742.12 CPEB4
ENSG00000113749.7 HRH2
ENSG00000122203.14 KIAA1191
ENSG00000048162.20 NOP16
ENSG00000146066.2 HIGD2A
ENSG00000175416.12 CLTB
ENSG00000113194.12 FAF2
ENSG00000146083.11 RNF44
ENSG00000048140.17 TSPAN17
ENSG00000087206.16 UIMC1
ENSG00000169228.13 RAB24
ENSG00000169230.9 PRELID1
ENSG00000169223.14 LMAN2
ENSG00000198055.10 GRK6
ENSG00000113758.13 DBN1
ENSG00000196923.13 PDLIM7
ENSG00000183258.11 DDX41
ENSG00000146067.15 FAM193B
ENSG00000184840.11 TMED9
ENSG00000027847.13 B4GALT7
ENSG00000145916.18 RMND5B
ENSG00000145912.8 NHP2
ENSG00000197451.11 HNRNPAB
ENSG00000175309.14 PHYKPL
ENSG00000050767.15 COL23A1
ENSG00000113240.12 CLK4
ENSG00000176783.14 RUFY1
ENSG00000169045.17 HNRNPH1
ENSG00000127022.14 CANX
ENSG00000161013.16 MGAT4B
ENSG00000161011.19 SQSTM1
ENSG00000161010.14 MRNIP
ENSG00000197226.12 TBC1D9B
ENSG00000050748.17 MAPK9
ENSG00000131459.12 GFPT2
ENSG00000037280.15 FLT4
ENSG00000131446.16 MGAT1
ENSG00000278970.1 HEIH
ENSG00000245060.6 LINC00847
ENSG00000165810.16 BTNL9
ENSG00000146063.19 TRIM41
ENSG00000204628.11 RACK1
ENSG00000183718.5 TRIM52
ENSG00000248275.1 TRIM52-AS1
ENSG00000112679.14 DUSP22
ENSG00000124535.15 WRNIP1
ENSG00000021355.12 SERPINB1
ENSG00000124570.17 SERPINB6
ENSG00000124588.19 NQO2
ENSG00000137275.13 RIPK1
ENSG00000137267.5 TUBB2A
ENSG00000168994.13 PXDC1
ENSG00000145945.5 FAM50B
ENSG00000112739.16 PRPF4B
ENSG00000198721.12 ECI2
ENSG00000231811.2 RP3-527G5.1
ENSG00000145982.11 FARS2
ENSG00000124785.8 NRN1
ENSG00000124491.15 F13A1
ENSG00000124783.12 SSR1
ENSG00000124784.8 RIOK1
ENSG00000261189.1 RP3-512B11.3
ENSG00000096696.13 DSP
ENSG00000168566.12 SNRNP48
ENSG00000239264.8 TXNDC5
ENSG00000124802.11 EEF1E1
ENSG00000124786.9 SLC35B3
ENSG00000111846.16 GCNT2
ENSG00000111845.4 PAK1IP1
ENSG00000111843.13 TMEM14C
ENSG00000137210.13 TMEM14B
ENSG00000111859.16 NEDD9
ENSG00000078401.6 EDN1
ENSG00000112137.17 PHACTR1
ENSG00000145990.10 GFOD1
ENSG00000124523.15 SIRT5
ENSG00000225921.6 NOL7
ENSG00000010017.12 RANBP9
ENSG00000047579.19 DTNBP1
ENSG00000007944.14 MYLIP
ENSG00000137198.9 GMPR
ENSG00000112183.14 RBM24
ENSG00000112186.11 CAP2
ENSG00000137414.5 FAM8A1
ENSG00000124789.11 NUP153
ENSG00000137177.19 KIF13A
ENSG00000137364.4 TPMT
ENSG00000124795.14 DEK
ENSG00000172201.11 ID4
ENSG00000124532.14 MRS2
ENSG00000112294.12 ALDH5A1
ENSG00000111802.13 TDP2
ENSG00000112304.10 ACOT13
ENSG00000112308.12 C6orf62
ENSG00000187837.3 HIST1H1C
ENSG00000180573.9 HIST1H2AC
ENSG00000158373.8 HIST1H2BD
ENSG00000274750.2 HIST1H3E
ENSG00000186470.13 BTN3A2
ENSG00000026950.16 BTN3A1
ENSG00000111801.15 BTN3A3
ENSG00000112763.15 BTN2A1
ENSG00000182952.4 HMGN4
ENSG00000197903.7 HIST1H2BK
ENSG00000269293.2 ZSCAN16-AS1
ENSG00000197062.11 ZSCAN26
ENSG00000204713.10 TRIM27
ENSG00000204681.10 GABBR1
ENSG00000204644.9 ZFP57
ENSG00000204642.13 HLA-F
ENSG00000239257.1 RPL23AP1
ENSG00000206341.7 HLA-H
ENSG00000228078.1 HLA-U
ENSG00000206503.12 HLA-A
ENSG00000066379.14 ZNRD1
ENSG00000204619.7 PPP1R11
ENSG00000234127.8 TRIM26
ENSG00000241370.5 RPP21
ENSG00000204592.8 HLA-E
ENSG00000204590.12 GNL1
ENSG00000204574.12 ABCF1
ENSG00000204569.9 PPP1R10
ENSG00000204568.11 MRPS18B
ENSG00000204564.11 C6orf136
ENSG00000204560.9 DHX16
ENSG00000146112.11 PPP1R18
ENSG00000137337.14 MDC1
ENSG00000196230.12 TUBB
ENSG00000137312.14 FLOT1
ENSG00000137331.11 IER3
ENSG00000204580.13 DDR1
ENSG00000213780.10 GTF2H4
ENSG00000137411.16 VARS2
ENSG00000204525.16 HLA-C
ENSG00000234745.10 HLA-B
ENSG00000204520.12 MICA
ENSG00000206337.10 HCP5
ENSG00000198563.13 DDX39B
ENSG00000204498.10 NFKBIL1
ENSG00000204472.12 AIF1
ENSG00000204469.12 PRRC2A
ENSG00000204463.12 BAG6
ENSG00000204439.3 C6orf47
ENSG00000204438.10 GPANK1
ENSG00000204435.13 CSNK2B
ENSG00000240053.8 LY6G5B
ENSG00000204427.11 ABHD16A
ENSG00000213722.8 DDAH2
ENSG00000213719.8 CLIC1
ENSG00000204394.12 VARS
ENSG00000204392.10 LSM2
ENSG00000204389.9 HSPA1A
ENSG00000204388.6 HSPA1B
ENSG00000204387.12 C6orf48
ENSG00000204386.10 NEU1
ENSG00000204371.11 EHMT2
ENSG00000243649.8 CFB
ENSG00000204356.13 NELFE
ENSG00000204351.11 SKIV2L
ENSG00000204348.9 DXO
ENSG00000204344.14 STK19
ENSG00000168477.17 TNXB
ENSG00000213676.10 ATF6B
ENSG00000221988.12 PPT2
ENSG00000241404.6 EGFL8
ENSG00000204310.12 AGPAT1
ENSG00000204308.7 RNF5
ENSG00000204304.11 PBX2
ENSG00000213654.9 GPSM3
ENSG00000204301.6 NOTCH4
ENSG00000204287.13 HLA-DRA
ENSG00000198502.5 HLA-DRB5
ENSG00000229391.7 HLA-DRB6
ENSG00000196126.11 HLA-DRB1
ENSG00000179344.16 HLA-DQB1
ENSG00000204267.13 TAP2
ENSG00000204264.8 PSMB8
ENSG00000168394.10 TAP1
ENSG00000240065.7 PSMB9
ENSG00000242574.8 HLA-DMB
ENSG00000204257.14 HLA-DMA
ENSG00000204256.12 BRD2
ENSG00000231389.7 HLA-DPA1
ENSG00000223865.10 HLA-DPB1
ENSG00000204231.10 RXRB
ENSG00000112473.17 SLC39A7
ENSG00000204228.3 HSD17B8
ENSG00000204227.4 RING1
ENSG00000223501.8 VPS52
ENSG00000231500.6 RPS18
ENSG00000227057.9 WDR46
ENSG00000204220.11 PFDN6
ENSG00000237441.9 RGL2
ENSG00000231925.11 TAPBP
ENSG00000236104.2 ZBTB22
ENSG00000204209.11 DAXX
ENSG00000112511.17 PHF1
ENSG00000112514.15 CUTA
ENSG00000030110.12 BAK1
ENSG00000096433.10 ITPR3
ENSG00000137288.9 UQCC2
ENSG00000161896.11 IP6K3
ENSG00000161904.11 LEMD2
ENSG00000137309.19 HMGA1
ENSG00000186577.12 C6orf1
ENSG00000272325.1 NUDT3
ENSG00000124614.13 RPS10
ENSG00000196821.9 C6orf106
ENSG00000272288.5 RP11-140K17.3
ENSG00000124562.9 SNRPC
ENSG00000064995.16 TAF11
ENSG00000064999.13 ANKS1A
ENSG00000065029.14 ZNF76
ENSG00000112033.13 PPARD
ENSG00000198755.10 RPL10A
ENSG00000007866.19 TEAD3
ENSG00000096060.14 FKBP5
ENSG00000112062.10 MAPK14
ENSG00000096070.19 BRPF3
ENSG00000112078.13 KCTD20
ENSG00000112079.8 STK38
ENSG00000112081.16 SRSF3
ENSG00000124762.13 CDKN1A
ENSG00000124772.11 CPNE5
ENSG00000137168.7 PPIL1
ENSG00000198663.16 C6orf89
ENSG00000164530.13 PI16
ENSG00000137409.19 MTCH1
ENSG00000137193.13 PIM1
ENSG00000137200.12 CMTR1
ENSG00000198937.8 CCDC167
ENSG00000156639.11 ZFAND3
ENSG00000124767.6 GLO1
ENSG00000146122.16 DAAM2
ENSG00000124615.17 MOCS1
ENSG00000124701.5 APOBEC2
ENSG00000137166.14 FOXP4
ENSG00000112561.17 TFEB
ENSG00000124593.15 RP11-298J23.10
ENSG00000214736.7 TOMM6
ENSG00000124641.15 MED20
ENSG00000112578.9 BYSL
ENSG00000112576.12 CCND3
ENSG00000048544.5 MRPS10
ENSG00000024048.10 UBR2
ENSG00000124659.6 TBCC
ENSG00000146223.14 RPL7L1
ENSG00000221821.3 C6orf226
ENSG00000137161.16 CNPY3
ENSG00000181524.6 RPL24P4
ENSG00000124713.5 GNMT
ENSG00000124587.13 PEX6
ENSG00000112640.14 PPP2R5D
ENSG00000124733.3 MEA1
ENSG00000124702.17 KLHDC3
ENSG00000124541.6 RRP36
ENSG00000137171.14 KLC4
ENSG00000112651.11 MRPL2
ENSG00000112658.7 SRF
ENSG00000112667.12 DNPH1
ENSG00000146215.13 CRIP3
ENSG00000137221.14 TJAP1
ENSG00000137207.11 YIPF3
ENSG00000171453.17 POLR1C
ENSG00000124571.17 XPO5
ENSG00000172432.18 GTPBP2
ENSG00000124688.13 MAD2L1BP
ENSG00000096080.11 MRPS18A
ENSG00000112715.21 VEGFA
ENSG00000180992.6 MRPL14
ENSG00000137216.18 TMEM63B
ENSG00000112759.16 SLC29A1
ENSG00000096384.19 HSP90AB1
ENSG00000157593.18 SLC35B2
ENSG00000096401.7 CDC5L
ENSG00000112782.15 CLIC5
ENSG00000001561.6 ENPP4
ENSG00000172348.14 RCAN2
ENSG00000153291.15 SLC25A27
ENSG00000069122.18 ADGRF5
ENSG00000146072.6 TNFRSF21
ENSG00000146085.7 MUT
ENSG00000112118.18 MCM3
ENSG00000065308.4 TRAM2
ENSG00000096092.5 TMEM14A
ENSG00000170899.10 GSTA4
ENSG00000112146.16 FBXO9
ENSG00000012660.13 ELOVL5
ENSG00000124743.5 KLHL31
ENSG00000146147.14 MLIP
ENSG00000124749.16 COL21A1
ENSG00000151914.19 DST
ENSG00000112208.11 BAG2
ENSG00000112245.10 PTP4A1
ENSG00000118482.11 PHF3
ENSG00000168216.10 LMBRD1
ENSG00000154079.5 SDHAF4
ENSG00000235174.1 RPL39P3
ENSG00000156508.17 EEF1A1
ENSG00000111799.20 COL12A1
ENSG00000112695.11 COX7A2
ENSG00000112697.15 TMEM30A
ENSG00000118407.14 FILIP1
ENSG00000112701.17 SENP6
ENSG00000118418.14 HMGN3
ENSG00000083123.14 BCKDHB
ENSG00000112773.15 FAM46A
ENSG00000005700.14 IBTK
ENSG00000065833.8 ME1
ENSG00000135317.12 SNX14
ENSG00000135316.17 SYNCRIP
ENSG00000203875.10 SNHG5
ENSG00000164414.17 SLC35A1
ENSG00000146282.17 RARS2
ENSG00000135336.14 ORC3
ENSG00000135334.8 AKIRIN2
ENSG00000146278.10 PNRC1
ENSG00000146281.5 PM20D2
ENSG00000198833.6 UBE2J1
ENSG00000025039.14 RRAGD
ENSG00000083099.10 LYRM2
ENSG00000135341.17 MAP3K7
ENSG00000014123.9 UFL1
ENSG00000123545.5 NDUFAF4
ENSG00000132423.11 COQ3
ENSG00000132424.14 PNISR
ENSG00000112276.13 BVES
ENSG00000132429.9 POPDC3
ENSG00000085377.13 PREP
ENSG00000130347.12 RTN4IP1
ENSG00000130349.9 C6orf203
ENSG00000164494.11 PDSS2
ENSG00000112320.11 SOBP
ENSG00000025796.13 SEC63
ENSG00000081087.14 OSTM1
ENSG00000112335.14 SNX3
ENSG00000118689.14 FOXO3
ENSG00000080546.13 SESN1
ENSG00000135535.15 CD164
ENSG00000135596.17 MICAL1
ENSG00000203797.9 DDO
ENSG00000123505.15 AMD1
ENSG00000155115.6 GTF3C6
ENSG00000197498.12 RPF2
ENSG00000010810.17 FYN
ENSG00000074935.13 TUBE1
ENSG00000203778.7 FAM229B
ENSG00000112769.18 LAMA4
ENSG00000277443.2 MARCKS
ENSG00000178425.13 NT5DC1
ENSG00000187189.10 TSPYL4
ENSG00000189241.6 TSPYL1
ENSG00000111832.12 RWDD1
ENSG00000047932.13 GOPC
ENSG00000230202.1 RP11-632C17__A.1
ENSG00000198523.5 PLN
ENSG00000111875.7 ASF1A
ENSG00000111885.6 MAN1A1
ENSG00000152661.7 GJA1
ENSG00000025156.12 HSF2
ENSG00000111897.6 SERINC1
ENSG00000186439.12 TRDN
ENSG00000235535.7 RP11-532N4.2
ENSG00000111907.20 TPD52L1
ENSG00000111906.17 HDDC2
ENSG00000135547.8 HEY2
ENSG00000111911.6 HINT3
ENSG00000118518.15 RNF146
ENSG00000093144.18 ECHDC1
ENSG00000152894.14 PTPRK
ENSG00000196569.11 LAMA2
ENSG00000079819.18 EPB41L2
ENSG00000118523.5 CTGF
ENSG00000112306.7 RPS12
ENSG00000146411.5 SLC2A12
ENSG00000118515.11 SGK1
ENSG00000029363.16 BCLAF1
ENSG00000197442.9 MAP3K5
ENSG00000112357.12 PEX7
ENSG00000027697.13 IFNGR1
ENSG00000118503.14 TNFAIP3
ENSG00000112378.11 PERP
ENSG00000051620.10 HEBP2
ENSG00000135540.11 NHSL1
ENSG00000024862.17 CCDC28A
ENSG00000135597.18 REPS1
ENSG00000146386.7 ABRACL
ENSG00000112406.4 HECA
ENSG00000164440.14 TXLNB
ENSG00000164442.9 CITED2
ENSG00000236013.5 RP3-332B22.1
ENSG00000146416.17 AIG1
ENSG00000034693.14 PEX3
ENSG00000001036.13 FUCA2
ENSG00000135521.8 LTV1
ENSG00000118495.18 PLAGL1
ENSG00000169976.6 SF3B5
ENSG00000135604.9 STX11
ENSG00000152818.18 UTRN
ENSG00000112425.14 EPM2A
ENSG00000118508.4 RAB32
ENSG00000111961.17 SASH1
ENSG00000055208.18 TAB2
ENSG00000131013.3 PPIL4
ENSG00000055211.12 GINM1
ENSG00000186625.13 KATNA1
ENSG00000120253.13 NUP43
ENSG00000120265.16 PCMT1
ENSG00000198729.4 PPP1R14C
ENSG00000131016.16 AKAP12
ENSG00000155906.16 RMND1
ENSG00000146476.10 ARMT1
ENSG00000131018.22 SYNE1
ENSG00000120279.6 MYCT1
ENSG00000112031.15 MTRF1L
ENSG00000218426.5 RP11-475C16.1
ENSG00000213079.9 SCAF8
ENSG00000215712.10 TMEM242
ENSG00000130340.15 SNX9
ENSG00000146433.8 TMEM181
ENSG00000146425.10 DYNLT1
ENSG00000092820.17 EZR
ENSG00000112096.16 SOD2
ENSG00000146457.14 WTAP
ENSG00000120438.11 TCP1
ENSG00000112110.9 MRPL18
ENSG00000197081.12 IGF2R
ENSG00000085511.19 MAP3K4
ENSG00000112531.16 QKI
ENSG00000198818.9 SFT2D1
ENSG00000060762.18 MPC1
ENSG00000071242.11 RPS6KA2
ENSG00000130396.20 AFDN
ENSG00000112562.18 SMOC2
ENSG00000186340.14 THBS2
ENSG00000185127.6 C6orf120
ENSG00000130024.14 PHF10
ENSG00000198719.8 DLL1
ENSG00000112584.13 FAM120B
ENSG00000008018.8 PSMB1
ENSG00000071994.10 PDCD2
ENSG00000177706.8 FAM20C
ENSG00000197461.13 PDGFA
ENSG00000188191.14 PRKAR1B
ENSG00000164818.15 DNAAF5
ENSG00000164828.17 SUN1
ENSG00000146540.14 C7orf50
ENSG00000178381.11 ZFAND2A
ENSG00000164877.18 MICALL2
ENSG00000164880.15 INTS1
ENSG00000198517.9 MAFK
ENSG00000157778.8 PSMG3
ENSG00000122687.17 MRM2
ENSG00000106263.17 EIF3B
ENSG00000106009.15 BRAT1
ENSG00000136295.14 TTYH3
ENSG00000146535.13 GNA12
ENSG00000242802.6 AP5Z1
ENSG00000157954.14 WIPI2
