,train,val,test
1342,GTEX-1EKGG-2125,GTEX-13W3W-0625,GTEX-ZQG8-2525
1343,GTEX-1EKGG-1125,GTEX-13W3W-2625,GTEX-ZQG8-1125
1344,GTEX-1EKGG-0625,GTEX-13W3W-2225,GTEX-ZQG8-0725
1345,GTEX-1EKGG-0226,GTEX-13W3W-1025,GTEX-ZQG8-1325
1346,GTEX-1EKGG-0125,GTEX-13W3W-0525,GTEX-145ME-1125
1347,GTEX-1EKGG-0725,GTEX-13W3W-2325,GTEX-145ME-1225
1348,GTEX-1EKGG-0825,GTEX-13W3W-2525,GTEX-145ME-2125
1349,GTEX-1EKGG-2825,GTEX-13W3W-1325,GTEX-145ME-1625
1350,GTEX-1EKGG-1725,GTEX-13W3W-1825,GTEX-145ME-0825
1351,GTEX-1EKGG-3125,GTEX-ZYVF-2825,GTEX-145ME-0325
1352,GTEX-1EKGG-1025,GTEX-ZYVF-0325,GTEX-145ME-1925
1353,GTEX-1EKGG-1325,GTEX-ZYVF-1725,GTEX-145ME-2225
1354,GTEX-1EKGG-3025,GTEX-ZYVF-2725,GTEX-145ME-1525
1355,GTEX-1EKGG-2625,GTEX-ZYVF-2225,GTEX-145ME-1025
1356,GTEX-1EKGG-1425,GTEX-ZYVF-0525,GTEX-145ME-0925
1357,GTEX-1EKGG-0126,GTEX-ZYVF-2525,GTEX-145ME-1325
1358,GTEX-1EKGG-2725,GTEX-ZYVF-2325,GTEX-145ME-1825
1359,GTEX-1EKGG-2925,GTEX-ZYVF-0225,GTEX-145ME-0125
1360,GTEX-1EKGG-1225,GTEX-ZYVF-1625,GTEX-145ME-1725
1361,GTEX-1EKGG-0325,GTEX-ZYVF-0825,GTEX-145ME-0225
1362,GTEX-1EKGG-0225,GTEX-ZYVF-0725,GTEX-145ME-0725
1363,GTEX-1F75B-0425,GTEX-ZYVF-1025,GTEX-145ME-2025
1364,GTEX-1F75B-0125,GTEX-ZYVF-1825,GTEX-145ME-1425
1365,GTEX-1F75B-3025,GTEX-ZYVF-0925,
1366,GTEX-1F75B-0725,GTEX-ZYVF-1125,
1367,GTEX-1F75B-0525,,
1368,GTEX-1F75B-3125,,
1369,GTEX-1F75B-1225,,
1370,GTEX-1F75B-1025,,
1371,GTEX-1F75B-1125,,
1372,GTEX-1F75B-0825,,
1373,GTEX-1F75B-0625,,
1374,GTEX-1F75B-2725,,
1375,GTEX-1F75I-1525,,
1376,GTEX-1F75I-1625,,
1377,GTEX-1F75I-0225,,
1378,GTEX-1F75I-1725,,
1379,GTEX-1F75I-1325,,
1380,GTEX-1F75I-2025,,
1381,GTEX-1F75I-0625,,
1382,GTEX-1F75I-2225,,
1383,GTEX-1F75I-1825,,
1384,GTEX-1F75I-0325,,
1385,GTEX-1F75I-2425,,
1386,GTEX-1F75I-1025,,
1387,GTEX-1F75I-2525,,
1388,GTEX-1F75I-0125,,
1389,GTEX-1F75I-0525,,
1390,GTEX-1F75I-1225,,
1391,GTEX-1F75I-0425,,
1392,GTEX-1F75I-1125,,
1393,GTEX-1F75I-0925,,
1394,GTEX-1FIGZ-0325,,
1395,GTEX-1FIGZ-0225,,
1396,GTEX-1FIGZ-0125,,
1397,GTEX-1FIGZ-1725,,
1398,GTEX-1FIGZ-1925,,
1399,GTEX-1FIGZ-1625,,
1400,GTEX-1GL5R-1825,,
1401,GTEX-1GL5R-0925,,
1402,GTEX-1GL5R-0625,,
1403,GTEX-1GL5R-1625,,
1404,GTEX-1GL5R-1425,,
1405,GTEX-1GL5R-1925,,
1406,GTEX-1GL5R-1325,,
1407,GTEX-1GL5R-0125,,
1408,GTEX-1GL5R-2125,,
1409,GTEX-1GL5R-1525,,
1410,GTEX-1GL5R-1225,,
1411,GTEX-1GL5R-0325,,
1412,GTEX-1GL5R-1025,,
1413,GTEX-1GL5R-0725,,
1414,GTEX-1GL5R-0225,,
1415,GTEX-1GL5R-1725,,
1416,GTEX-1GL5R-0525,,
1417,GTEX-1GL5R-0425,,
1418,GTEX-1GL5R-2025,,
1419,GTEX-1GL5R-2425,,
1420,GTEX-1GL5R-0825,,
1421,GTEX-1GPI7-1925,,
1422,GTEX-1GPI7-1825,,
1423,GTEX-1GPI7-0925,,
1424,GTEX-1GPI7-0425,,
1425,GTEX-1GPI7-1725,,
1426,GTEX-1GPI7-1525,,
1427,GTEX-1GPI7-1025,,
1428,GTEX-1GPI7-1425,,
1429,GTEX-1GPI7-1325,,
1430,GTEX-1GPI7-0125,,
1431,GTEX-1GPI7-0725,,
1432,GTEX-1GPI7-1625,,
1433,GTEX-1GPI7-0825,,
1434,GTEX-1GPI7-0225,,
1435,GTEX-1GPI7-0625,,
1436,GTEX-1GPI7-0325,,
1437,GTEX-1GZ2Q-3125,,
1438,GTEX-1GZ2Q-2625,,
1439,GTEX-1GZ2Q-0325,,
1440,GTEX-1GZ2Q-3225,,
1441,GTEX-1GZ2Q-2925,,
1442,GTEX-1GZ2Q-2525,,
1443,GTEX-1GZ2Q-0425,,
1444,GTEX-1GZ2Q-1225,,
1445,GTEX-1GZ2Q-0925,,
1446,GTEX-1GZ2Q-0825,,
1447,GTEX-1GZ2Q-2125,,
1448,GTEX-1GZ2Q-3025,,
1449,GTEX-1GZ2Q-0725,,
1450,GTEX-1GZ2Q-2425,,
1451,GTEX-1GZ2Q-0625,,
1452,GTEX-1GZ2Q-0125,,
1453,GTEX-1GZ2Q-0225,,
1454,GTEX-1HBPI-0125,,
1455,GTEX-1HBPI-0225,,
1456,GTEX-1HBPI-1025,,
1457,GTEX-1HBPI-0825,,
1458,GTEX-1HBPI-0625,,
1459,GTEX-1HBPI-2025,,
1460,GTEX-1HBPI-0725,,
1461,GTEX-1HBPI-1825,,
1462,GTEX-1HBPI-0525,,
1463,GTEX-1HBPI-2725,,
1464,GTEX-1HBPI-1625,,
1465,GTEX-1HBPI-1925,,
1466,GTEX-1HBPI-1425,,
1467,GTEX-1HBPI-0325,,
1468,GTEX-1HBPI-2225,,
1469,GTEX-1HBPI-2825,,
1470,GTEX-1HBPI-2125,,
1471,GTEX-1HBPI-1525,,
1472,GTEX-1IDJF-1225,,
1473,GTEX-1IDJF-2025,,
1474,GTEX-1IDJF-0725,,
1475,GTEX-1IDJF-2225,,
1476,GTEX-1IDJF-1725,,
1477,GTEX-1IDJF-0325,,
1478,GTEX-1IDJF-2325,,
1479,GTEX-1IDJF-0425,,
1480,GTEX-1IDJF-0825,,
1481,GTEX-1IDJF-1825,,
1482,GTEX-1IDJF-2125,,
1483,GTEX-1IDJF-1325,,
1484,GTEX-1IDJF-0925,,
1485,GTEX-1IDJF-0225,,
1486,GTEX-1IDJF-1125,,
1487,GTEX-1IDJF-0125,,
1488,GTEX-1IDJF-1425,,
1489,GTEX-1IL2U-0625,,
1490,GTEX-1IL2U-1125,,
1491,GTEX-1IL2U-0225,,
1492,GTEX-1IL2U-3025,,
1493,GTEX-1IL2U-2725,,
1494,GTEX-1IL2U-0725,,
1495,GTEX-1IL2U-1225,,
1496,GTEX-1IL2U-2825,,
1497,GTEX-1IL2U-1325,,
1498,GTEX-1IL2U-2525,,
1499,GTEX-1IL2U-0825,,
1500,GTEX-1IL2U-0125,,
1501,GTEX-1IL2U-0925,,
1502,GTEX-1IL2U-0325,,
1503,GTEX-1IL2U-1025,,
1504,GTEX-1IL2U-2325,,
1505,GTEX-1JMQI-2025,,
1506,GTEX-1JMQI-1825,,
1507,GTEX-1JMQI-2125,,
1508,GTEX-1JMQI-2225,,
1509,GTEX-1JMQI-1725,,
1510,GTEX-1JMQI-1125,,
1511,GTEX-1JMQI-0225,,
1512,GTEX-1JMQI-1025,,
1513,GTEX-1JMQJ-0825,,
1514,GTEX-1JMQJ-2525,,
1515,GTEX-1JMQJ-1925,,
1516,GTEX-1JMQJ-1225,,
1517,GTEX-1JMQJ-2625,,
1518,GTEX-1JMQJ-0125,,
1519,GTEX-1JMQJ-1725,,
1520,GTEX-1JMQJ-2425,,
1521,GTEX-1JMQJ-2125,,
1522,GTEX-1JMQJ-1125,,
1523,GTEX-1JMQJ-0325,,
1524,GTEX-1JMQJ-2925,,
1525,GTEX-1JMQJ-2025,,
1526,GTEX-1JMQJ-0525,,
1527,GTEX-1JMQJ-1325,,
1528,GTEX-1JMQJ-0725,,
1529,GTEX-1JMQJ-1025,,
1530,GTEX-1JMQJ-3125,,
1531,GTEX-1LSNM-0725,,
1532,GTEX-1LSNM-2125,,
1533,GTEX-1LSNM-2325,,
1534,GTEX-1LSNM-1025,,
1535,GTEX-1LSNM-0125,,
1536,GTEX-1LSNM-1325,,
1537,GTEX-1LSNM-1925,,
1538,GTEX-1LSNM-0825,,
1539,GTEX-1LSNM-0525,,
1540,GTEX-1LSNM-0625,,
1541,GTEX-1LSNM-2025,,
1542,GTEX-1LSNM-1425,,
1543,GTEX-1LSNM-0425,,
1544,GTEX-1LVA9-2525,,
1545,GTEX-1LVA9-2625,,
1546,GTEX-1LVA9-0325,,
1547,GTEX-1LVA9-2125,,
1548,GTEX-1LVA9-0225,,
1549,GTEX-1LVA9-0925,,
1550,GTEX-1LVA9-2825,,
1551,GTEX-1LVA9-0525,,
1552,GTEX-1LVA9-2425,,
1553,GTEX-1M5QR-0625,,
1554,GTEX-1M5QR-1725,,
1555,GTEX-1M5QR-1025,,
1556,GTEX-1M5QR-2025,,
1557,GTEX-1M5QR-1125,,
1558,GTEX-1M5QR-1625,,
1559,GTEX-1M5QR-0525,,
1560,GTEX-1M5QR-1325,,
1561,GTEX-1M5QR-2125,,
1562,GTEX-1M5QR-0925,,
1563,GTEX-1M5QR-0725,,
1564,GTEX-1M5QR-2525,,
1565,GTEX-1M5QR-2625,,
1566,GTEX-1M5QR-1225,,
1567,GTEX-1MGNQ-2025,,
1568,GTEX-1MGNQ-1725,,
1569,GTEX-1MGNQ-1125,,
1570,GTEX-1MGNQ-0725,,
1571,GTEX-1MGNQ-2225,,
1572,GTEX-1MGNQ-0525,,
1573,GTEX-1MGNQ-0825,,
1574,GTEX-1MGNQ-0625,,
1575,GTEX-1MGNQ-2125,,
1576,GTEX-1MGNQ-1225,,
1577,GTEX-1MGNQ-1625,,
1578,GTEX-1MGNQ-0225,,
1579,GTEX-1MGNQ-1825,,
1580,GTEX-1MGNQ-0125,,
1581,GTEX-1MGNQ-1925,,
1582,GTEX-1MGNQ-2325,,
1583,GTEX-1MJK2-0725,,
1584,GTEX-1MJK2-0525,,
1585,GTEX-1MJK2-0425,,
1586,GTEX-1MJK2-1125,,
1587,GTEX-1MJK2-3025,,
1588,GTEX-1MJK2-2525,,
1589,GTEX-1MJK2-1625,,
1590,GTEX-1MJK2-2225,,
1591,GTEX-1MJK2-0125,,
1592,GTEX-1MJK2-1325,,
1593,GTEX-1MJK2-0825,,
1594,GTEX-1N5O9-2925,,
1595,GTEX-1N5O9-1125,,
1596,GTEX-1N5O9-2825,,
1597,GTEX-1N5O9-0925,,
1598,GTEX-1N5O9-2725,,
1599,GTEX-1N5O9-1025,,
1600,GTEX-1N5O9-2225,,
1601,GTEX-1N5O9-0525,,
1602,GTEX-1N5O9-2025,,
1603,GTEX-1NSGN-2225,,
1604,GTEX-1NSGN-0525,,
1605,GTEX-1NSGN-1825,,
1606,GTEX-1NSGN-1925,,
1607,GTEX-1NSGN-1225,,
1608,GTEX-1NSGN-2025,,
1609,GTEX-1NSGN-1725,,
1610,GTEX-1NSGN-1625,,
1611,GTEX-1NSGN-1125,,
1612,GTEX-1NSGN-0725,,
1613,GTEX-1NSGN-2125,,
1614,GTEX-1NSGN-2325,,
1615,GTEX-1NSGN-0625,,
1616,GTEX-1O9I2-0225,,
1617,GTEX-1O9I2-1325,,
1618,GTEX-1O9I2-1125,,
1619,GTEX-1O9I2-0525,,
1620,GTEX-1O9I2-1225,,
1621,GTEX-1O9I2-0425,,
1622,GTEX-1O9I2-3025,,
1623,GTEX-1O9I2-2925,,
1624,GTEX-1PPH7-2725,,
1625,GTEX-1PPH7-1125,,
1626,GTEX-1PPH7-2025,,
1627,GTEX-1PPH7-2525,,
1628,GTEX-1PPH7-0825,,
1629,GTEX-1PPH7-0125,,
1630,GTEX-1PPH7-2325,,
1631,GTEX-1PPH7-0225,,
1632,GTEX-1PPH8-0625,,
1633,GTEX-1PPH8-2325,,
1634,GTEX-1PPH8-1525,,
1635,GTEX-1PPH8-0325,,
1636,GTEX-1PPH8-0125,,
1637,GTEX-1PPH8-1225,,
1638,GTEX-1PPH8-0225,,
1639,GTEX-1PPH8-1825,,
1640,GTEX-1PPH8-2025,,
1641,GTEX-1PPH8-2225,,
1642,GTEX-1PPH8-0525,,
1643,GTEX-1PPH8-1025,,
1644,GTEX-1PPH8-1325,,
1645,GTEX-1PPH8-0925,,
1646,GTEX-1PPH8-1625,,
1647,GTEX-1PPH8-1925,,
1648,GTEX-1PPH8-0825,,
1649,GTEX-1PPH8-1425,,
1650,GTEX-1PWST-3125,,
1651,GTEX-1PWST-2425,,
1652,GTEX-1PWST-0225,,
1653,GTEX-1PWST-1525,,
1654,GTEX-1PWST-0625,,
1655,GTEX-1PWST-2925,,
1656,GTEX-1PWST-0725,,
1657,GTEX-1PWST-0425,,
1658,GTEX-1PWST-2225,,
1659,GTEX-1PWST-0825,,
1660,GTEX-1PWST-1625,,
1661,GTEX-1PWST-2625,,
1662,GTEX-1PWST-2125,,
1663,GTEX-1PWST-3025,,
1664,GTEX-1PWST-1025,,
1665,GTEX-1PWST-0325,,
1666,GTEX-1QAET-0825,,
1667,GTEX-1QAET-2325,,
1668,GTEX-1QAET-0525,,
1669,GTEX-1QAET-0925,,
1670,GTEX-1QAET-0325,,
1671,GTEX-1QAET-1225,,
1672,GTEX-1QAET-1525,,
1673,GTEX-1QAET-0425,,
1674,GTEX-1QAET-1325,,
1675,GTEX-1QAET-2525,,
1676,GTEX-1QAET-1125,,
1677,GTEX-1QAET-0225,,
1678,GTEX-1QAET-1925,,
1679,GTEX-1QAET-2025,,
1680,GTEX-1R9PO-1625,,
1681,GTEX-1R9PO-0925,,
1682,GTEX-1R9PO-2425,,
1683,GTEX-1R9PO-2125,,
1684,GTEX-1R9PO-0325,,
1685,GTEX-1R9PO-2825,,
1686,GTEX-1R9PO-2525,,
1687,GTEX-1R9PO-2625,,
1688,GTEX-1R9PO-2925,,
1689,GTEX-1R9PO-1225,,
1690,GTEX-1R9PO-0225,,
1691,GTEX-1R9PO-2025,,
1692,GTEX-1RB15-1925,,
1693,GTEX-1RB15-2125,,
1694,GTEX-1RB15-2425,,
1695,GTEX-1RB15-0325,,
1696,GTEX-1RB15-1025,,
1697,GTEX-1RB15-0825,,
1698,GTEX-1RB15-0425,,
1699,GTEX-1RB15-1125,,
1700,GTEX-1RB15-2225,,
1701,GTEX-1RB15-1325,,
1702,GTEX-1RMOY-0725,,
1703,GTEX-1RMOY-1925,,
1704,GTEX-1RMOY-1725,,
1705,GTEX-1RMOY-1325,,
1706,GTEX-1RMOY-0925,,
1707,GTEX-1RMOY-0625,,
1708,GTEX-1RMOY-1125,,
1709,GTEX-1RMOY-0825,,
1710,GTEX-1RMOY-0125,,
1711,GTEX-1RMOY-1625,,
1712,GTEX-1S3DN-1425,,
1713,GTEX-1S3DN-1825,,
1714,GTEX-1S3DN-1525,,
1715,GTEX-1S3DN-2125,,
1716,GTEX-1S3DN-0625,,
1717,GTEX-1S3DN-1625,,
1718,GTEX-1S3DN-0725,,
1719,GTEX-1S3DN-2625,,
1720,GTEX-1S3DN-2225,,
1721,GTEX-1S5VW-2925,,
1722,GTEX-1S5VW-2625,,
1723,GTEX-1S5VW-0925,,
1724,GTEX-1S5VW-0525,,
1725,GTEX-1S5VW-3025,,
1726,GTEX-1S5VW-1825,,
1727,GTEX-1S5VW-0425,,
1728,GTEX-1S5VW-2425,,
1729,GTEX-1S82P-0725,,
1730,GTEX-1S82P-1125,,
1731,GTEX-1S82P-2025,,
1732,GTEX-1S82P-0325,,
1733,GTEX-1S82P-0925,,
1734,GTEX-1S82P-1025,,
1735,GTEX-1S82P-1625,,
1736,GTEX-1S82P-2125,,
1737,GTEX-1S82P-0525,,
1738,GTEX-1S82P-0225,,
1739,GTEX-1S82P-0825,,
1740,GTEX-1S831-1225,,
1741,GTEX-1S831-0525,,
1742,GTEX-1S831-1925,,
1743,GTEX-1S831-0325,,
1744,GTEX-1S831-1025,,
1745,GTEX-1S831-0725,,
1746,GTEX-1S831-1725,,
1747,GTEX-1S831-0625,,
1748,GTEX-1S831-2025,,
1749,GTEX-1S831-0825,,
1750,GTEX-1S831-1825,,
1751,GTEX-1S831-1125,,
1752,GTEX-OHPM-0225,,
1753,GTEX-OHPM-2625,,
1754,GTEX-OHPM-0425,,
1755,GTEX-OHPM-2125,,
1756,GTEX-OHPM-1025,,
1757,GTEX-OHPM-1525,,
1758,GTEX-OHPM-0325,,
1759,GTEX-OHPM-1425,,
1760,GTEX-OHPM-1825,,
1761,GTEX-OHPM-0725,,
1762,GTEX-OHPM-0525,,
1763,GTEX-OHPM-0125,,
1764,GTEX-OIZH-0925,,
1765,GTEX-OIZH-1525,,
1766,GTEX-OIZH-1825,,
1767,GTEX-OIZH-0125,,
1768,GTEX-OIZH-0725,,
1769,GTEX-OIZH-1425,,
1770,GTEX-OIZH-2025,,
1771,GTEX-OIZH-0325,,
1772,GTEX-OIZH-1325,,
1773,GTEX-OIZH-2125,,
1774,GTEX-OIZH-0225,,
1775,GTEX-OIZH-0625,,
1776,GTEX-OIZH-1625,,
1777,GTEX-OIZH-0525,,
1778,GTEX-OIZH-3025,,
1779,GTEX-OXRL-1625,,
1780,GTEX-OXRL-1825,,
1781,GTEX-OXRL-1525,,
1782,GTEX-OXRL-0525,,
1783,GTEX-OXRL-0125,,
1784,GTEX-OXRL-0425,,
1785,GTEX-OXRL-2125,,
1786,GTEX-OXRL-2625,,
1787,GTEX-OXRL-1425,,
1788,GTEX-OXRL-0625,,
1789,GTEX-OXRL-0225,,
1790,GTEX-OXRL-0325,,
1791,GTEX-OXRL-0725,,
1792,GTEX-OXRL-2025,,
1793,GTEX-OXRO-0125,,
1794,GTEX-OXRO-1725,,
1795,GTEX-OXRO-0325,,
1796,GTEX-OXRO-1925,,
1797,GTEX-OXRO-1225,,
1798,GTEX-OXRO-0225,,
1799,GTEX-OXRO-2025,,
1800,GTEX-OXRO-0725,,
1801,GTEX-Q2AI-1425,,
1802,GTEX-Q2AI-0325,,
1803,GTEX-Q2AI-0825,,
1804,GTEX-Q2AI-0925,,
1805,GTEX-Q2AI-0625,,
1806,GTEX-Q2AI-1225,,
1807,GTEX-Q2AI-1125,,
1808,GTEX-Q2AI-0425,,
1809,GTEX-Q2AI-1725,,
1810,GTEX-Q2AI-1525,,
1811,GTEX-Q2AI-0225,,
1812,GTEX-Q2AI-1325,,
1813,GTEX-QV31-0625,,
1814,GTEX-QV31-1025,,
1815,GTEX-QV31-0225,,
1816,GTEX-QV31-1125,,
1817,GTEX-QV31-1325,,
1818,GTEX-QV31-1425,,
1819,GTEX-QV31-0725,,
1820,GTEX-QV31-0825,,
1821,GTEX-QV31-0325,,
1822,GTEX-QV31-0125,,
1823,GTEX-QV31-1625,,
1824,GTEX-QV44-0925,,
1825,GTEX-QV44-1025,,
1826,GTEX-QV44-0125,,
1827,GTEX-QV44-2225,,
1828,GTEX-QV44-2025,,
1829,GTEX-QV44-0525,,
1830,GTEX-QV44-1225,,
1831,GTEX-QV44-0725,,
1832,GTEX-QV44-1525,,
1833,GTEX-QV44-1826,,
1834,GTEX-QV44-0825,,
1835,GTEX-QV44-0625,,
1836,GTEX-QV44-1125,,
1837,GTEX-QV44-0325,,
1838,GTEX-QV44-1725,,
1839,GTEX-QV44-1925,,
1840,GTEX-QV44-0425,,
1841,GTEX-R53T-1125,,
1842,GTEX-R53T-0825,,
1843,GTEX-R53T-0925,,
1844,GTEX-R53T-0225,,
1845,GTEX-R53T-1625,,
1846,GTEX-R53T-2025,,
1847,GTEX-R53T-0425,,
1848,GTEX-R53T-1825,,
1849,GTEX-R53T-1525,,
1850,GTEX-R53T-1325,,
1851,GTEX-R53T-0325,,
1852,GTEX-R53T-1225,,
1853,GTEX-R53T-0525,,
1854,GTEX-R53T-0725,,
1855,GTEX-R53T-1025,,
1856,GTEX-RVPV-1725,,
1857,GTEX-RVPV-0225,,
1858,GTEX-RVPV-2525,,
1859,GTEX-RVPV-1125,,
1860,GTEX-RVPV-0125,,
1861,GTEX-RVPV-1225,,
1862,GTEX-RVPV-1525,,
1863,GTEX-RVPV-0525,,
1864,GTEX-S7PM-0525,,
1865,GTEX-S7PM-0425,,
1866,GTEX-S7PM-0625,,
1867,GTEX-S7PM-0125,,
1868,GTEX-S7SE-0325,,
1869,GTEX-S7SE-0925,,
1870,GTEX-S7SE-0825,,
1871,GTEX-S7SE-0725,,
1872,GTEX-S7SE-2525,,
1873,GTEX-S7SE-0525,,
1874,GTEX-S7SE-0125,,
1875,GTEX-S7SE-0225,,
1876,GTEX-T5JC-1725,,
1877,GTEX-T5JC-2425,,
1878,GTEX-T5JC-0525,,
1879,GTEX-T5JC-2125,,
1880,GTEX-T5JC-0325,,
1881,GTEX-T5JC-2525,,
1882,GTEX-T5JC-1625,,
1883,GTEX-T5JC-0225,,
1884,GTEX-T5JC-0825,,
1885,GTEX-T5JC-0425,,
1886,GTEX-T5JC-1925,,
1887,GTEX-T5JC-2325,,
1888,GTEX-T5JC-1225,,
1889,GTEX-T5JC-1825,,
1890,GTEX-T5JC-0625,,
1891,GTEX-T5JC-1525,,
1892,GTEX-T5JC-0725,,
1893,GTEX-TKQ2-1025,,
1894,GTEX-TKQ2-1825,,
1895,GTEX-TKQ2-0825,,
1896,GTEX-TKQ2-1225,,
1897,GTEX-TKQ2-0225,,
1898,GTEX-TKQ2-1525,,
1899,GTEX-TKQ2-0925,,
1900,GTEX-TKQ2-1725,,
1901,GTEX-TKQ2-1325,,
1902,GTEX-TKQ2-0625,,
1903,GTEX-TKQ2-0425,,
1904,GTEX-VJWN-1325,,
1905,GTEX-VJWN-0625,,
1906,GTEX-VJWN-0425,,
1907,GTEX-VJWN-0725,,
1908,GTEX-VJWN-0225,,
1909,GTEX-VJWN-1025,,
1910,GTEX-VJWN-0125,,
1911,GTEX-VJWN-2325,,
1912,GTEX-VUSH-0225,,
1913,GTEX-VUSH-0525,,
1914,GTEX-WCDI-0425,,
1915,GTEX-WFON-0225,,
1916,GTEX-WFON-1925,,
1917,GTEX-WFON-2025,,
1918,GTEX-WFON-0525,,
1919,GTEX-WFON-0125,,
1920,GTEX-WFON-2525,,
1921,GTEX-WFON-2325,,
1922,GTEX-WFON-1025,,
1923,GTEX-WFON-1225,,
1924,GTEX-WFON-1525,,
1925,GTEX-WFON-1125,,
1926,GTEX-WFON-1725,,
1927,GTEX-WFON-0625,,
1928,GTEX-WFON-1825,,
1929,GTEX-WFON-1625,,
1930,GTEX-WFON-1425,,
1931,GTEX-WFON-1325,,
1932,GTEX-WFON-0825,,
1933,GTEX-WFON-2125,,
1934,GTEX-WFON-0325,,
1935,GTEX-WFON-0925,,
1936,GTEX-WFON-2225,,
1937,GTEX-WFON-0425,,
1938,GTEX-WRHK-0825,,
1939,GTEX-WRHK-1725,,
1940,GTEX-WRHK-1025,,
1941,GTEX-WRHK-0525,,
1942,GTEX-WRHK-1125,,
1943,GTEX-WRHK-0625,,
1944,GTEX-WRHK-0425,,
1945,GTEX-WRHK-0225,,
1946,GTEX-WRHK-1425,,
1947,GTEX-WRHK-1625,,
1948,GTEX-X261-3125,,
1949,GTEX-X261-1725,,
1950,GTEX-X261-2325,,
1951,GTEX-X261-0325,,
1952,GTEX-X261-0525,,
1953,GTEX-X261-0625,,
1954,GTEX-X261-0725,,
1955,GTEX-X261-2425,,
1956,GTEX-X261-1425,,
1957,GTEX-X261-1025,,
1958,GTEX-X261-3225,,
1959,GTEX-X261-0225,,
1960,GTEX-X261-0125,,
1961,GTEX-X261-0925,,
1962,GTEX-X4XY-1025,,
1963,GTEX-X4XY-0625,,
1964,GTEX-X4XY-1525,,
1965,GTEX-X4XY-0325,,
1966,GTEX-X4XY-0225,,
1967,GTEX-X4XY-0525,,
1968,GTEX-X4XY-0825,,
1969,GTEX-X4XY-1625,,
1970,GTEX-X4XY-3025,,
1971,GTEX-X4XY-1725,,
1972,GTEX-X4XY-0925,,
1973,GTEX-X62O-2225,,
1974,GTEX-X62O-0525,,
1975,GTEX-X62O-0825,,
1976,GTEX-X62O-2425,,
1977,GTEX-X62O-1625,,
1978,GTEX-X62O-0125,,
1979,GTEX-X88G-0225,,
1980,GTEX-X88G-0125,,
1981,GTEX-X88G-0325,,
1982,GTEX-X88G-0425,,
1983,GTEX-XLM4-3125,,
1984,GTEX-XLM4-3025,,
1985,GTEX-XLM4-2325,,
1986,GTEX-XLM4-2025,,
1987,GTEX-XLM4-0425,,
1988,GTEX-XLM4-0725,,
1989,GTEX-XLM4-0225,,
1990,GTEX-XLM4-1025,,
1991,GTEX-XLM4-1525,,
1992,GTEX-XLM4-2925,,
1993,GTEX-XUYS-0425,,
1994,GTEX-XUYS-0325,,
1995,GTEX-XUYS-0225,,
1996,GTEX-XUYS-0125,,
1997,GTEX-YEC3-0325,,
1998,GTEX-YEC3-2426,,
1999,GTEX-YEC3-2025,,
2000,GTEX-YEC3-0625,,
2001,GTEX-YEC3-1125,,
2002,GTEX-YEC3-0925,,
2003,GTEX-YEC3-1426,,
2004,GTEX-YEC3-1025,,
2005,GTEX-YEC3-1225,,
2006,GTEX-YEC3-0825,,
2007,GTEX-YEC3-2425,,
2008,GTEX-YEC3-1725,,
2009,GTEX-YEC3-2526,,
2010,GTEX-YEC3-2325,,
2011,GTEX-YEC3-1925,,
2012,GTEX-YEC3-1425,,
2013,GTEX-YEC3-0225,,
2014,GTEX-YEC3-2125,,
2015,GTEX-YEC3-0725,,
2016,GTEX-YEC3-0525,,
2017,GTEX-YEC3-2525,,
2018,GTEX-YEC3-1325,,
2019,GTEX-YEC3-0425,,
2020,GTEX-Z93T-0125,,
2021,GTEX-Z93T-0425,,
2022,GTEX-Z93T-0225,,
2023,GTEX-ZAB5-1825,,
2024,GTEX-ZAB5-0525,,
2025,GTEX-ZAB5-0925,,
2026,GTEX-ZAB5-0625,,
2027,GTEX-ZAB5-0825,,
2028,GTEX-ZAB5-2025,,
2029,GTEX-ZAB5-1425,,
2030,GTEX-ZAB5-0725,,
2031,GTEX-ZAB5-2325,,
2032,GTEX-ZAB5-2125,,
2033,GTEX-ZAB5-0125,,
2034,GTEX-ZAB5-0225,,
2035,GTEX-ZAB5-1025,,
2036,GTEX-ZAB5-1125,,
2037,GTEX-ZAB5-1525,,
2038,GTEX-ZAB5-0425,,
2039,GTEX-ZAB5-2425,,
2040,GTEX-ZAB5-2725,,
2041,GTEX-ZEX8-0625,,
2042,GTEX-ZEX8-2625,,
2043,GTEX-ZEX8-2525,,
2044,GTEX-ZEX8-2325,,
2045,GTEX-ZEX8-1525,,
2046,GTEX-ZEX8-1425,,
2047,GTEX-ZEX8-1225,,
2048,GTEX-ZEX8-0825,,
2049,GTEX-ZEX8-2225,,
2050,GTEX-ZEX8-0525,,
2051,GTEX-ZEX8-0725,,
2052,GTEX-ZEX8-1325,,
2053,GTEX-ZEX8-2425,,
2054,GTEX-ZEX8-1025,,
2055,GTEX-ZEX8-0325,,
2056,GTEX-ZEX8-2025,,
2057,GTEX-ZEX8-1925,,
2058,GTEX-ZEX8-0425,,
2059,GTEX-ZEX8-1625,,
2060,GTEX-ZEX8-1825,,
2061,GTEX-ZF3C-0625,,
2062,GTEX-ZF3C-1325,,
2063,GTEX-ZF3C-1625,,
2064,GTEX-ZF3C-2325,,
2065,GTEX-ZF3C-1225,,
2066,GTEX-ZF3C-1025,,
2067,GTEX-ZF3C-0125,,
